"ab_neg_day","ab_pos_day","ab_prc_day","ab_tot_day","ag_neg_day","ag_pos_day","ag_prc_day","ag_tot_day","date","dgn_neg_day","dgn_pos_day","dgn_prc_day","dgn_tot_day","dgn_tot_day_gmp","municipality_code","pcr_neg_day","pcr_pos_day","pcr_prc_day","pcr_tot_day","daily_deaths_def1","daily_deaths_def2","daily_deaths_def3","daily_deaths_all","incidence","cumulative_totals","active_de_jure","active_sttstcl","dead_cases","recovered_de_jure","recovered_sttstcl","municipality_name","population","map_colors"
0,0,0,0,0,0,0,0,"2020-05-29",65,1,1.5,66,13,"45",65,1,1.5,66,0,0,0,0,1,4,4,2,0,0,2,"Ignalinos r. sav.",14125,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-29",117,0,0,117,15,"46",117,0,0,117,0,0,0,1,0,6,6,0,0,0,6,"Jonavos r. sav.",40746,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-29",10,0,0,10,6,"47",10,0,0,10,0,0,0,1,0,13,12,0,1,0,12,"Joniškio r. sav.",20343,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-29",9,0,0,9,2,"48",9,0,0,9,0,0,0,0,0,7,6,1,1,0,5,"Kalvarijos sav.",9952,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-29",71,0,0,71,5,"49",71,0,0,71,0,0,0,1,0,3,1,0,0,2,3,"Kaišiadorių r. sav.",29188,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-29",89,0,0,89,32,"52",89,0,0,89,0,0,0,1,0,13,13,0,0,0,13,"Kauno r. sav.",97546,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-29",76,0,0,76,3,"53",76,0,0,76,0,0,0,3,0,1,1,0,0,0,1,"Kėdainių r. sav.",44747,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-29",20,0,0,20,9,"54",20,0,0,20,0,0,0,0,0,1,1,0,0,0,1,"Kelmės r. sav.",24829,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-29",58,2,3.3,60,28,"55",58,2,3.3,60,0,0,0,1,1,48,44,1,3,1,44,"Klaipėdos r. sav.",62634,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-29",21,0,0,21,7,"56",21,0,0,21,0,0,0,1,0,54,52,2,2,0,50,"Kretingos r. sav.",37316,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-29",146,0,0,146,15,"57",146,0,0,146,0,0,0,1,0,1,1,0,0,0,1,"Kupiškio r. sav.",16061,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-29",8,0,0,8,3,"58",8,0,0,8,0,0,0,1,0,4,4,0,0,0,4,"Kazlų Rūdos sav.",11137,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-29",16,0,0,16,7,"59",16,0,0,16,0,0,0,1,0,5,4,2,1,0,2,"Lazdijų r. sav.",17843,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-29",79,0,0,79,17,"61",79,0,0,79,0,0,0,2,0,10,8,0,1,1,9,"Mažeikių r. sav.",50782,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-29",17,0,0,17,8,"62",17,0,0,17,0,0,0,0,0,3,3,0,0,0,3,"Molėtų r. sav.",16873,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-29",6,0,0,6,2,"63",6,0,0,6,0,0,0,0,0,2,2,1,0,0,1,"Pagėgių sav.",7123,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-29",20,0,0,20,8,"65",20,0,0,20,0,0,0,1,0,0,0,0,0,0,0,"Pakruojo r. sav.",18213,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-29",70,0,0,70,10,"66",70,0,0,70,0,0,0,2,0,4,4,0,0,0,4,"Panevėžio r. sav.",35188,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-29",15,0,0,15,1,"67",15,0,0,15,0,0,0,2,0,4,4,0,0,0,4,"Pasvalio r. sav.",22337,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-29",122,1,0.8,123,9,"68",122,1,0.8,123,0,0,0,0,1,7,7,2,0,0,5,"Plungės r. sav.",32627,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-29",86,0,0,86,3,"69",86,0,0,86,0,0,0,1,0,5,2,0,1,2,4,"Prienų r. sav.",25465,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-29",15,0,0,15,3,"71",15,0,0,15,0,0,0,1,0,3,3,1,0,0,2,"Radviliškio r. sav.",34576,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-29",135,0,0,135,0,"72",135,0,0,135,0,0,0,2,0,4,3,0,1,0,3,"Raseinių r. sav.",30608,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-29",82,0,0,82,8,"73",82,0,0,82,0,0,0,0,0,3,3,0,0,0,3,"Rokiškio r. sav.",27511,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-29",6,0,0,6,3,"74",6,0,0,6,0,0,0,2,0,3,3,0,0,0,3,"Rietavo sav.",7174,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-29",27,1,3.6,28,17,"75",27,1,3.6,28,0,0,0,0,1,3,3,1,0,0,2,"Skuodo r. sav.",15663,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-29",77,1,1.3,78,37,"77",77,1,1.3,78,0,0,0,6,0,7,6,0,1,0,6,"Tauragės r. sav.",37322,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-29",181,0,0,181,28,"78",181,0,0,181,0,0,0,1,0,10,8,0,2,0,8,"Telšių r. sav.",38759,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-29",17,0,0,17,4,"79",17,0,0,17,0,0,0,1,0,4,2,0,0,2,4,"Trakų r. sav.",33204,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-29",213,0,0,213,43,"81",213,0,0,213,1,1,1,5,0,69,59,0,8,2,61,"Ukmergės r. sav.",33049,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-29",185,0,0,185,34,"82",185,0,0,185,0,0,0,0,0,5,5,1,0,0,4,"Utenos r. sav.",37073,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-29",9,0,0,9,4,"84",9,0,0,9,0,0,0,1,0,3,3,0,0,0,3,"Šakių r. sav.",26068,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-29",20,1,4.8,21,3,"85",20,1,4.8,21,0,0,0,3,0,8,7,3,0,1,5,"Šalčininkų r. sav.",30264,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-29",75,0,0,75,3,"86",75,0,0,75,0,0,0,1,0,8,8,0,0,0,8,"Švenčionių r. sav.",22495,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-29",42,0,0,42,14,"87",42,0,0,42,0,0,0,1,0,3,2,0,1,0,2,"Šilalės r. sav.",21428,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-29",35,0,0,35,17,"88",35,0,0,35,0,0,0,1,0,7,7,0,0,0,7,"Šilutės r. sav.",37076,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-29",14,0,0,14,1,"89",14,0,0,14,0,0,0,0,0,5,4,0,1,0,4,"Širvintų r. sav.",14907,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-29",38,0,0,38,24,"91",38,0,0,38,0,0,0,1,0,6,6,1,0,0,5,"Šiaulių r. sav.",41551,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-29",23,0,0,23,16,"94",23,0,0,23,0,0,0,1,0,2,2,0,0,0,2,"Jurbarko r. sav.",24235,"Žalia A"
0,1,100,1,0,0,0,0,"2020-05-30",4595,14,0.3,4609,1454,"00",4595,14,0.3,4609,0,0,0,93,4,1601,1320,188,81,200,1332,"Lietuva",2795175,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-30",199,0,0,199,185,"11",199,0,0,199,0,0,0,1,0,29,28,1,1,0,27,"Alytaus m. sav.",49195,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-30",9,0,0,9,1,"12",9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,"Birštono sav.",4035,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-30",816,8,1,824,210,"13",816,8,1,824,0,0,0,11,1,455,368,104,22,65,329,"Vilniaus m. sav.",569729,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-30",43,0,0,43,16,"15",43,0,0,43,0,0,0,0,0,1,1,0,0,0,1,"Druskininkų sav.",19011,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-30",82,0,0,82,43,"18",82,0,0,82,0,0,0,1,0,71,56,0,6,9,65,"Marijampolės sav.",53472,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-30",473,0,0,473,276,"19",473,0,0,473,0,0,0,13,0,97,94,10,1,2,86,"Kauno m. sav.",293257,"Žalia A"
0,1,100,1,0,0,0,0,"2020-05-30",443,0,0,443,58,"21",443,0,0,443,0,0,0,7,0,280,249,8,19,12,253,"Klaipėdos m. sav.",149046,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-30",4,0,0,4,0,"23",4,0,0,4,0,0,0,0,0,1,1,0,0,0,1,"Neringos sav.",3639,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-30",33,0,0,33,13,"25",33,0,0,33,0,0,0,1,0,13,11,0,1,1,12,"Palangos m. sav.",16421,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-30",135,0,0,135,75,"27",135,0,0,135,0,0,0,3,0,20,19,1,1,0,18,"Panevėžio m. sav.",84587,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-30",162,0,0,162,78,"29",162,0,0,162,0,0,0,0,0,15,13,0,0,2,15,"Šiaulių m. sav.",101862,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-30",54,0,0,54,0,"30",54,0,0,54,0,0,0,1,0,5,5,0,0,0,5,"Visagino sav.",18121,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-30",28,0,0,28,8,"32",28,0,0,28,0,0,0,0,0,3,3,0,0,0,3,"Akmenės r. sav.",18523,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-30",63,0,0,63,58,"33",63,0,0,63,0,0,0,2,0,5,5,0,0,0,5,"Alytaus r. sav.",25837,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-30",18,0,0,18,0,"34",18,0,0,18,0,0,0,1,0,6,6,0,0,0,6,"Anykščių r. sav.",22623,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-30",35,0,0,35,6,"36",35,0,0,35,0,0,0,0,0,3,3,0,0,0,3,"Biržų r. sav.",22292,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-30",84,0,0,84,9,"38",84,0,0,84,0,0,0,0,0,2,1,0,1,0,1,"Varėnos r. sav.",20522,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-30",22,0,0,22,11,"39",22,0,0,22,0,0,0,1,0,7,3,0,1,3,6,"Vilkaviškio r. sav.",34219,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-30",132,5,3.6,137,32,"41",132,5,3.6,137,0,0,0,5,2,232,133,43,4,95,185,"Vilniaus r. sav.",102008,"Geltona B1"
0,0,0,0,0,0,0,0,"2020-05-30",42,0,0,42,4,"42",42,0,0,42,0,0,0,0,0,6,6,4,0,0,2,"Elektrėnų sav.",24103,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-30",6,0,0,6,0,"43",6,0,0,6,0,0,0,1,0,1,1,0,0,0,1,"Zarasų r. sav.",14635,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-30",11,0,0,11,0,"45",11,0,0,11,0,0,0,0,0,4,4,2,0,0,2,"Ignalinos r. sav.",14125,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-30",157,0,0,157,13,"46",157,0,0,157,0,0,0,1,0,6,6,0,0,0,6,"Jonavos r. sav.",40746,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-30",28,0,0,28,11,"47",28,0,0,28,0,0,0,1,0,13,12,0,1,0,12,"Joniškio r. sav.",20343,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-30",7,0,0,7,4,"48",7,0,0,7,0,0,0,0,0,7,6,1,1,0,5,"Kalvarijos sav.",9952,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-30",57,0,0,57,5,"49",57,0,0,57,0,0,0,1,0,3,1,0,0,2,3,"Kaišiadorių r. sav.",29188,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-30",86,0,0,86,33,"52",86,0,0,86,0,0,0,4,0,13,13,0,0,0,13,"Kauno r. sav.",97546,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-30",38,0,0,38,8,"53",38,0,0,38,0,0,0,1,0,1,1,0,0,0,1,"Kėdainių r. sav.",44747,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-30",94,0,0,94,24,"54",94,0,0,94,0,0,0,3,0,1,1,0,0,0,1,"Kelmės r. sav.",24829,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-30",164,0,0,164,11,"55",164,0,0,164,0,0,0,4,0,48,44,1,3,1,44,"Klaipėdos r. sav.",62634,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-30",37,0,0,37,9,"56",37,0,0,37,0,0,0,0,0,54,52,2,2,0,50,"Kretingos r. sav.",37316,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-30",17,0,0,17,3,"57",17,0,0,17,0,0,0,2,0,1,1,0,0,0,1,"Kupiškio r. sav.",16061,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-30",45,0,0,45,2,"58",45,0,0,45,0,0,0,1,0,4,4,0,0,0,4,"Kazlų Rūdos sav.",11137,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-30",10,0,0,10,2,"59",10,0,0,10,0,0,0,1,0,5,4,2,1,0,2,"Lazdijų r. sav.",17843,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-30",49,0,0,49,12,"61",49,0,0,49,0,0,0,3,0,10,8,0,1,1,9,"Mažeikių r. sav.",50782,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-30",16,0,0,16,0,"62",16,0,0,16,0,0,0,0,0,3,3,0,0,0,3,"Molėtų r. sav.",16873,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-30",0,0,0,0,0,"63",0,0,0,0,0,0,0,0,0,2,2,1,0,0,1,"Pagėgių sav.",7123,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-30",85,0,0,85,7,"65",85,0,0,85,0,0,0,1,0,0,0,0,0,0,0,"Pakruojo r. sav.",18213,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-30",48,0,0,48,33,"66",48,0,0,48,0,0,0,2,0,4,4,0,0,0,4,"Panevėžio r. sav.",35188,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-30",59,0,0,59,15,"67",59,0,0,59,0,0,0,1,0,4,4,0,0,0,4,"Pasvalio r. sav.",22337,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-30",79,0,0,79,29,"68",79,0,0,79,0,0,0,0,0,7,7,1,0,0,6,"Plungės r. sav.",32627,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-30",67,0,0,67,6,"69",67,0,0,67,0,0,0,1,0,5,2,0,1,2,4,"Prienų r. sav.",25465,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-30",36,0,0,36,20,"71",36,0,0,36,0,0,0,2,0,3,3,1,0,0,2,"Radviliškio r. sav.",34576,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-30",21,0,0,21,6,"72",21,0,0,21,0,0,0,4,0,4,3,0,1,0,3,"Raseinių r. sav.",30608,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-30",46,0,0,46,8,"73",46,0,0,46,0,0,0,0,0,3,3,0,0,0,3,"Rokiškio r. sav.",27511,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-30",13,0,0,13,3,"74",13,0,0,13,0,0,0,0,0,3,3,0,0,0,3,"Rietavo sav.",7174,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-30",6,0,0,6,0,"75",6,0,0,6,0,0,0,0,0,3,3,1,0,0,2,"Skuodo r. sav.",15663,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-30",12,0,0,12,4,"77",12,0,0,12,0,0,0,3,0,7,6,0,1,0,6,"Tauragės r. sav.",37322,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-30",54,0,0,54,32,"78",54,0,0,54,0,0,0,1,0,10,8,0,2,0,8,"Telšių r. sav.",38759,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-30",57,0,0,57,7,"79",57,0,0,57,0,0,0,2,0,4,2,0,0,2,4,"Trakų r. sav.",33204,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-30",15,0,0,15,0,"81",15,0,0,15,0,0,0,0,0,69,59,0,8,2,61,"Ukmergės r. sav.",33049,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-30",22,0,0,22,2,"82",22,0,0,22,0,0,0,0,0,5,5,1,0,0,4,"Utenos r. sav.",37073,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-30",35,1,2.8,36,10,"84",35,1,2.8,36,0,0,0,1,1,4,4,1,0,0,3,"Šakių r. sav.",26068,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-30",41,0,0,41,1,"85",41,0,0,41,0,0,0,1,0,8,7,3,0,1,5,"Šalčininkų r. sav.",30264,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-30",44,0,0,44,5,"86",44,0,0,44,0,0,0,0,0,8,8,0,0,0,8,"Švenčionių r. sav.",22495,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-30",51,0,0,51,2,"87",51,0,0,51,0,0,0,1,0,3,2,0,1,0,2,"Šilalės r. sav.",21428,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-30",21,0,0,21,7,"88",21,0,0,21,0,0,0,1,0,7,7,0,0,0,7,"Šilutės r. sav.",37076,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-30",15,0,0,15,3,"89",15,0,0,15,0,0,0,0,0,5,4,0,1,0,4,"Širvintų r. sav.",14907,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-30",44,0,0,44,32,"91",44,0,0,44,0,0,0,2,0,6,6,0,0,0,6,"Šiaulių r. sav.",41551,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-30",25,0,0,25,2,"94",25,0,0,25,0,0,0,0,0,2,2,0,0,0,2,"Jurbarko r. sav.",24235,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-31",2126,15,0.7,2141,1131,"00",2126,15,0.7,2141,1,1,1,103,5,1606,1324,186,82,200,1338,"Lietuva",2795175,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-31",22,0,0,22,6,"11",22,0,0,22,0,0,0,2,0,29,28,1,1,0,27,"Alytaus m. sav.",49195,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-31",2,0,0,2,2,"12",2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"Birštono sav.",4035,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-31",477,3,0.6,480,314,"13",477,3,0.6,480,1,1,1,15,2,457,369,100,23,65,334,"Vilniaus m. sav.",569729,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-31",2,0,0,2,2,"15",2,0,0,2,0,0,0,0,0,1,1,0,0,0,1,"Druskininkų sav.",19011,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-31",21,0,0,21,0,"18",21,0,0,21,0,0,0,2,0,71,56,0,6,9,65,"Marijampolės sav.",53472,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-31",198,1,0.5,199,130,"19",198,1,0.5,199,0,0,0,9,0,97,94,10,1,2,86,"Kauno m. sav.",293257,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-31",270,5,1.8,275,139,"21",270,5,1.8,275,0,0,0,6,0,280,249,7,19,12,254,"Klaipėdos m. sav.",149046,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-31",1,0,0,1,1,"23",1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,"Neringos sav.",3639,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-31",8,0,0,8,2,"25",8,0,0,8,0,0,0,2,0,13,11,0,1,1,12,"Palangos m. sav.",16421,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-31",57,0,0,57,36,"27",57,0,0,57,0,0,0,2,0,20,19,1,1,0,18,"Panevėžio m. sav.",84587,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-31",106,0,0,106,25,"29",106,0,0,106,0,0,0,4,0,15,13,0,0,2,15,"Šiaulių m. sav.",101862,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-31",12,0,0,12,9,"30",12,0,0,12,0,0,0,0,0,5,5,0,0,0,5,"Visagino sav.",18121,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-31",19,0,0,19,5,"32",19,0,0,19,0,0,0,5,0,3,3,0,0,0,3,"Akmenės r. sav.",18523,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-31",13,0,0,13,5,"33",13,0,0,13,0,0,0,0,0,5,5,0,0,0,5,"Alytaus r. sav.",25837,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-31",14,0,0,14,7,"34",14,0,0,14,0,0,0,0,0,6,6,0,0,0,6,"Anykščių r. sav.",22623,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-31",5,0,0,5,2,"36",5,0,0,5,0,0,0,2,0,3,3,0,0,0,3,"Biržų r. sav.",22292,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-31",8,0,0,8,1,"38",8,0,0,8,0,0,0,0,0,2,1,0,1,0,1,"Varėnos r. sav.",20522,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-31",9,0,0,9,0,"39",9,0,0,9,0,0,0,1,0,7,3,0,1,3,6,"Vilkaviškio r. sav.",34219,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-31",90,3,3.2,93,66,"41",90,3,3.2,93,0,0,0,5,1,233,134,44,4,95,185,"Vilniaus r. sav.",102008,"Geltona B1"
0,0,0,0,0,0,0,0,"2020-05-31",14,1,6.7,15,9,"42",14,1,6.7,15,0,0,0,1,1,7,7,5,0,0,2,"Elektrėnų sav.",24103,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-31",3,0,0,3,3,"43",3,0,0,3,0,0,0,1,0,1,1,0,0,0,1,"Zarasų r. sav.",14635,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-31",8,0,0,8,4,"45",8,0,0,8,0,0,0,0,0,4,4,2,0,0,2,"Ignalinos r. sav.",14125,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-31",41,0,0,41,8,"46",41,0,0,41,0,0,0,4,0,6,6,0,0,0,6,"Jonavos r. sav.",40746,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-31",21,0,0,21,6,"47",21,0,0,21,0,0,0,1,0,13,12,0,1,0,12,"Joniškio r. sav.",20343,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-31",3,1,25,4,0,"48",3,1,25,4,0,0,0,1,0,7,6,1,1,0,5,"Kalvarijos sav.",9952,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-31",15,0,0,15,8,"49",15,0,0,15,0,0,0,2,0,3,1,0,0,2,3,"Kaišiadorių r. sav.",29188,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-31",44,0,0,44,34,"52",44,0,0,44,0,0,0,1,0,13,13,0,0,0,13,"Kauno r. sav.",97546,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-31",23,0,0,23,9,"53",23,0,0,23,0,0,0,1,0,1,1,0,0,0,1,"Kėdainių r. sav.",44747,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-31",19,0,0,19,8,"54",19,0,0,19,0,0,0,1,0,1,1,0,0,0,1,"Kelmės r. sav.",24829,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-31",70,0,0,70,46,"55",70,0,0,70,0,0,0,1,0,48,44,1,3,1,44,"Klaipėdos r. sav.",62634,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-31",34,0,0,34,9,"56",34,0,0,34,0,0,0,0,0,54,52,2,2,0,50,"Kretingos r. sav.",37316,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-31",4,0,0,4,3,"57",4,0,0,4,0,0,0,0,0,1,1,0,0,0,1,"Kupiškio r. sav.",16061,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-31",1,0,0,1,0,"58",1,0,0,1,0,0,0,0,0,4,4,0,0,0,4,"Kazlų Rūdos sav.",11137,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-31",8,0,0,8,4,"59",8,0,0,8,0,0,0,2,0,5,4,2,1,0,2,"Lazdijų r. sav.",17843,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-31",31,0,0,31,15,"61",31,0,0,31,0,0,0,2,0,10,8,0,1,1,9,"Mažeikių r. sav.",50782,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-31",12,0,0,12,5,"62",12,0,0,12,0,0,0,0,0,3,3,0,0,0,3,"Molėtų r. sav.",16873,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-31",2,0,0,2,0,"63",2,0,0,2,0,0,0,1,0,2,2,1,0,0,1,"Pagėgių sav.",7123,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-31",10,0,0,10,4,"65",10,0,0,10,0,0,0,1,0,0,0,0,0,0,0,"Pakruojo r. sav.",18213,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-31",24,0,0,24,16,"66",24,0,0,24,0,0,0,2,0,4,4,0,0,0,4,"Panevėžio r. sav.",35188,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-31",4,0,0,4,4,"67",4,0,0,4,0,0,0,0,0,4,4,0,0,0,4,"Pasvalio r. sav.",22337,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-31",13,0,0,13,4,"68",13,0,0,13,0,0,0,0,0,7,7,1,0,0,6,"Plungės r. sav.",32627,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-31",11,0,0,11,7,"69",11,0,0,11,0,0,0,1,0,5,2,0,1,2,4,"Prienų r. sav.",25465,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-31",31,0,0,31,14,"71",31,0,0,31,0,0,0,3,0,3,3,1,0,0,2,"Radviliškio r. sav.",34576,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-31",14,0,0,14,5,"72",14,0,0,14,0,0,0,1,0,4,3,0,1,0,3,"Raseinių r. sav.",30608,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-31",9,0,0,9,6,"73",9,0,0,9,0,0,0,1,0,3,3,0,0,0,3,"Rokiškio r. sav.",27511,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-31",5,0,0,5,2,"74",5,0,0,5,0,0,0,0,0,3,3,0,0,0,3,"Rietavo sav.",7174,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-31",6,0,0,6,3,"75",6,0,0,6,0,0,0,0,0,3,3,1,0,0,2,"Skuodo r. sav.",15663,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-31",11,0,0,11,1,"77",11,0,0,11,0,0,0,1,0,7,6,0,1,0,6,"Tauragės r. sav.",37322,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-31",41,0,0,41,28,"78",41,0,0,41,0,0,0,2,0,10,8,0,2,0,8,"Telšių r. sav.",38759,"Žalia A"
0,0,0,0,0,0,0,0,"2020-05-31",27,0,0,27,11,"79",27,0,0,27,0,0,0,2,0,4,2,0,0,2,4,"Trakų r. sav.",33204,"Žalia A"
