"daily_deaths_all","daily_deaths_def1","daily_deaths_def2","daily_deaths_def3","date","dgn_pos_cum","dgn_pos_day","dgn_prc_cum","dgn_prc_day","dgn_tot_day","municipality_code","municipality_name"
1,0,0,0,2020-08-10,5,0,0.2,0,9,"43","Zarasų r. sav."
1,0,0,0,2020-08-10,22,0,0.7,0,12,"45","Ignalinos r. sav."
2,0,0,0,2020-08-10,17,0,0.2,0,42,"46","Jonavos r. sav."
1,0,0,0,2020-08-10,14,0,0.4,0,14,"47","Joniškio r. sav."
0,0,0,0,2020-08-10,11,0,0.7,0,4,"48","Kalvarijos sav."
1,0,0,0,2020-08-10,4,0,0.1,0,25,"49","Kaišiadorių r. sav."
3,0,0,0,2020-08-10,45,1,0.5,1.4,73,"52","Kauno r. sav."
2,0,0,0,2020-08-10,12,0,0.2,0,21,"53","Kėdainių r. sav."
0,0,0,0,2020-08-10,2,0,0.1,0,15,"54","Kelmės r. sav."
1,0,0,0,2020-08-10,89,1,1,1.4,70,"55","Klaipėdos r. sav."
1,0,0,0,2020-08-10,116,0,1.8,0,37,"56","Kretingos r. sav."
2,0,0,0,2020-08-10,6,0,0.2,0,9,"57","Kupiškio r. sav."
2,0,0,0,2020-08-10,10,0,0.6,0,11,"58","Kazlų Rūdos sav."
3,0,0,0,2020-08-10,9,0,0.3,0,2,"59","Lazdijų r. sav."
4,0,0,0,2020-08-10,21,0,0.3,0,29,"61","Mažeikių r. sav."
2,0,0,0,2020-08-10,24,0,0.9,0,14,"62","Molėtų r. sav."
0,0,0,0,2020-08-10,2,0,0.3,0,2,"63","Pagėgių sav."
1,0,0,0,2020-08-10,0,0,0,0,9,"65","Pakruojo r. sav."
1,0,0,0,2020-08-10,11,0,0.2,0,16,"66","Panevėžio r. sav."
1,0,0,0,2020-08-10,12,0,0.4,0,10,"67","Pasvalio r. sav."
1,0,0,0,2020-08-10,12,0,0.3,0,13,"68","Plungės r. sav."
2,0,0,0,2020-08-10,20,1,0.5,2.7,37,"69","Prienų r. sav."
2,0,0,0,2020-08-10,10,0,0.2,0,18,"71","Radviliškio r. sav."
2,0,0,0,2020-08-10,6,0,0.1,0,9,"72","Raseinių r. sav."
1,0,0,0,2020-08-10,6,0,0.1,0,13,"73","Rokiškio r. sav."
0,0,0,0,2020-08-10,5,0,0.6,0,33,"74","Rietavo sav."
0,0,0,0,2020-08-10,2,0,0.1,0,9,"75","Skuodo r. sav."
2,0,0,0,2020-08-10,18,0,0.4,0,18,"77","Tauragės r. sav."
0,0,0,0,2020-08-10,13,0,0.2,0,54,"78","Telšių r. sav."
1,0,0,0,2020-08-10,34,0,0.6,0,29,"79","Trakų r. sav."
2,0,0,0,2020-08-10,144,0,1.5,0,13,"81","Ukmergės r. sav."
1,0,0,0,2020-08-10,18,0,0.2,0,20,"82","Utenos r. sav."
1,0,0,0,2020-08-10,12,0,0.4,0,14,"84","Šakių r. sav."
1,0,0,0,2020-08-10,50,0,1.1,0,32,"85","Šalčininkų r. sav."
1,0,0,0,2020-08-10,33,0,0.8,0,17,"86","Švenčionių r. sav."
0,0,0,0,2020-08-10,7,1,0.2,2.4,41,"87","Šilalės r. sav."
2,0,0,0,2020-08-10,17,0,0.3,0,37,"88","Šilutės r. sav."
2,0,0,0,2020-08-10,40,0,1.4,0,8,"89","Širvintų r. sav."
3,0,0,0,2020-08-10,4,0,0.1,0,31,"91","Šiaulių r. sav."
2,0,0,0,2020-08-10,7,0,0.2,0,30,"94","Jurbarko r. sav."
113,0,0,0,2020-08-11,3828,45,0.7,1.2,3810,"00","Lietuva"
1,0,0,0,2020-08-11,39,0,0.3,0,73,"11","Alytaus m. sav."
0,0,0,0,2020-08-11,0,0,0,0,1,"12","Birštono sav."
18,0,0,0,2020-08-11,1157,12,0.9,0.9,1276,"13","Vilniaus m. sav."
0,0,0,0,2020-08-11,2,0,0,0,20,"15","Druskininkų sav."
0,0,0,0,2020-08-11,117,0,0.9,0,29,"18","Marijampolės sav."
13,0,0,0,2020-08-11,277,14,0.6,3.1,455,"19","Kauno m. sav."
5,0,0,0,2020-08-11,620,7,1.8,3.2,222,"21","Klaipėdos m. sav."
0,0,0,0,2020-08-11,1,0,0.3,0,2,"23","Neringos sav."
0,0,0,0,2020-08-11,20,0,0.6,0,16,"25","Palangos m. sav."
3,0,0,0,2020-08-11,71,1,0.5,0.6,181,"27","Panevėžio m. sav."
4,0,0,0,2020-08-11,33,1,0.2,1.2,85,"29","Šiaulių m. sav."
0,0,0,0,2020-08-11,15,0,0.5,0,24,"30","Visagino sav."
2,0,0,0,2020-08-11,4,0,0.1,0,15,"32","Akmenės r. sav."
5,0,0,0,2020-08-11,4,0,0.1,0,20,"33","Alytaus r. sav."
1,0,0,0,2020-08-11,8,0,0.2,0,15,"34","Anykščių r. sav."
0,0,0,0,2020-08-11,3,0,0.1,0,9,"36","Biržų r. sav."
0,0,0,0,2020-08-11,3,0,0.1,0,13,"38","Varėnos r. sav."
1,0,0,0,2020-08-11,9,0,0.2,0,5,"39","Vilkaviškio r. sav."
3,0,0,0,2020-08-11,534,0,2.1,0,139,"41","Vilniaus r. sav."
0,0,0,0,2020-08-11,11,0,0.3,0,37,"42","Elektrėnų sav."
0,0,0,0,2020-08-11,5,0,0.2,0,12,"43","Zarasų r. sav."
0,0,0,0,2020-08-11,22,0,0.7,0,32,"45","Ignalinos r. sav."
3,0,0,0,2020-08-11,17,0,0.2,0,42,"46","Jonavos r. sav."
0,0,0,0,2020-08-11,14,0,0.4,0,26,"47","Joniškio r. sav."
1,0,0,0,2020-08-11,11,0,0.7,0,4,"48","Kalvarijos sav."
2,0,0,0,2020-08-11,4,0,0.1,0,35,"49","Kaišiadorių r. sav."
4,0,0,0,2020-08-11,46,1,0.5,1.3,78,"52","Kauno r. sav."
2,0,0,0,2020-08-11,12,0,0.2,0,28,"53","Kėdainių r. sav."
0,0,0,0,2020-08-11,2,0,0.1,0,19,"54","Kelmės r. sav."
2,0,0,0,2020-08-11,91,2,1,2.2,93,"55","Klaipėdos r. sav."
1,0,0,0,2020-08-11,116,0,1.8,0,49,"56","Kretingos r. sav."
2,0,0,0,2020-08-11,6,0,0.2,0,28,"57","Kupiškio r. sav."
1,0,0,0,2020-08-11,10,0,0.6,0,10,"58","Kazlų Rūdos sav."
0,0,0,0,2020-08-11,9,0,0.3,0,3,"59","Lazdijų r. sav."
1,0,0,0,2020-08-11,21,0,0.3,0,45,"61","Mažeikių r. sav."
0,0,0,0,2020-08-11,24,0,0.9,0,11,"62","Molėtų r. sav."
1,0,0,0,2020-08-11,2,0,0.3,0,8,"63","Pagėgių sav."
0,0,0,0,2020-08-11,0,0,0,0,9,"65","Pakruojo r. sav."
2,0,0,0,2020-08-11,11,0,0.2,0,34,"66","Panevėžio r. sav."
1,0,0,0,2020-08-11,12,0,0.4,0,4,"67","Pasvalio r. sav."
1,0,0,0,2020-08-11,12,0,0.3,0,29,"68","Plungės r. sav."
1,0,0,0,2020-08-11,20,0,0.5,0,8,"69","Prienų r. sav."
1,0,0,0,2020-08-11,10,0,0.2,0,11,"71","Radviliškio r. sav."
1,0,0,0,2020-08-11,6,0,0.1,0,8,"72","Raseinių r. sav."
2,0,0,0,2020-08-11,6,0,0.1,0,26,"73","Rokiškio r. sav."
0,0,0,0,2020-08-11,5,0,0.6,0,8,"74","Rietavo sav."
4,0,0,0,2020-08-11,2,0,0.1,0,20,"75","Skuodo r. sav."
3,0,0,0,2020-08-11,18,0,0.4,0,19,"77","Tauragės r. sav."
0,0,0,0,2020-08-11,13,0,0.2,0,79,"78","Telšių r. sav."
1,0,0,0,2020-08-11,37,3,0.7,2.9,103,"79","Trakų r. sav."
2,0,0,0,2020-08-11,145,1,1.5,4.8,21,"81","Ukmergės r. sav."
2,0,0,0,2020-08-11,18,0,0.2,0,43,"82","Utenos r. sav."
1,0,0,0,2020-08-11,12,0,0.4,0,2,"84","Šakių r. sav."
1,0,0,0,2020-08-11,51,1,1.1,2.6,39,"85","Šalčininkų r. sav."
2,0,0,0,2020-08-11,33,0,0.8,0,17,"86","Švenčionių r. sav."
2,0,0,0,2020-08-11,7,0,0.2,0,19,"87","Šilalės r. sav."
3,0,0,0,2020-08-11,19,2,0.3,2.6,77,"88","Šilutės r. sav."
1,0,0,0,2020-08-11,40,0,1.4,0,31,"89","Širvintų r. sav."
2,0,0,0,2020-08-11,4,0,0.1,0,23,"91","Šiaulių r. sav."
3,0,0,0,2020-08-11,7,0,0.2,0,20,"94","Jurbarko r. sav."
112,0,0,0,2020-08-12,3850,22,0.7,0.6,3510,"00","Lietuva"
0,0,0,0,2020-08-12,39,0,0.3,0,80,"11","Alytaus m. sav."
0,0,0,0,2020-08-12,0,0,0,0,2,"12","Birštono sav."
11,0,0,0,2020-08-12,1159,2,0.9,0.2,1216,"13","Vilniaus m. sav."
1,0,0,0,2020-08-12,2,0,0,0,46,"15","Druskininkų sav."
3,0,0,0,2020-08-12,117,0,0.9,0,50,"18","Marijampolės sav."
20,0,0,0,2020-08-12,280,3,0.6,0.8,354,"19","Kauno m. sav."
6,0,0,0,2020-08-12,624,4,1.8,1.8,224,"21","Klaipėdos m. sav."
2,0,0,0,2020-08-12,1,0,0.3,0,0,"23","Neringos sav."
1,0,0,0,2020-08-12,20,0,0.6,0,19,"25","Palangos m. sav."
1,0,0,0,2020-08-12,72,1,0.5,1.3,78,"27","Panevėžio m. sav."
1,0,0,0,2020-08-12,33,0,0.2,0,133,"29","Šiaulių m. sav."
1,0,0,0,2020-08-12,15,0,0.5,0,53,"30","Visagino sav."
2,0,0,0,2020-08-12,4,0,0.1,0,32,"32","Akmenės r. sav."
2,0,0,0,2020-08-12,4,0,0.1,0,11,"33","Alytaus r. sav."
0,0,0,0,2020-08-12,8,0,0.2,0,41,"34","Anykščių r. sav."
2,0,0,0,2020-08-12,3,0,0.1,0,11,"36","Biržų r. sav."
0,0,0,0,2020-08-12,3,0,0.1,0,13,"38","Varėnos r. sav."
0,0,0,0,2020-08-12,9,0,0.2,0,24,"39","Vilkaviškio r. sav."
4,0,0,0,2020-08-12,537,3,2.1,1.7,173,"41","Vilniaus r. sav."
1,0,0,0,2020-08-12,11,0,0.3,0,21,"42","Elektrėnų sav."
0,0,0,0,2020-08-12,6,1,0.2,5.9,17,"43","Zarasų r. sav."
3,0,0,0,2020-08-12,23,1,0.7,5.6,18,"45","Ignalinos r. sav."
0,0,0,0,2020-08-12,17,0,0.2,0,26,"46","Jonavos r. sav."
2,0,0,0,2020-08-12,14,0,0.4,0,16,"47","Joniškio r. sav."
0,0,0,0,2020-08-12,11,0,0.7,0,4,"48","Kalvarijos sav."
0,0,0,0,2020-08-12,4,0,0.1,0,35,"49","Kaišiadorių r. sav."
1,0,0,0,2020-08-12,46,0,0.5,0,43,"52","Kauno r. sav."
5,0,0,0,2020-08-12,12,0,0.2,0,29,"53","Kėdainių r. sav."
3,0,0,0,2020-08-12,2,0,0.1,0,31,"54","Kelmės r. sav."
0,0,0,0,2020-08-12,92,1,1,2,50,"55","Klaipėdos r. sav."
1,0,0,0,2020-08-12,116,0,1.8,0,36,"56","Kretingos r. sav."
1,0,0,0,2020-08-12,6,0,0.2,0,10,"57","Kupiškio r. sav."
0,0,0,0,2020-08-12,10,0,0.6,0,4,"58","Kazlų Rūdos sav."
2,0,0,0,2020-08-12,9,0,0.3,0,10,"59","Lazdijų r. sav."
4,0,0,0,2020-08-12,21,0,0.3,0,45,"61","Mažeikių r. sav."
0,0,0,0,2020-08-12,24,0,0.9,0,43,"62","Molėtų r. sav."
0,0,0,0,2020-08-12,2,0,0.3,0,3,"63","Pagėgių sav."
3,0,0,0,2020-08-12,0,0,0,0,17,"65","Pakruojo r. sav."
1,0,0,0,2020-08-12,11,0,0.2,0,23,"66","Panevėžio r. sav."
4,0,0,0,2020-08-12,12,0,0.4,0,4,"67","Pasvalio r. sav."
0,0,0,0,2020-08-12,12,0,0.3,0,21,"68","Plungės r. sav."
0,0,0,0,2020-08-12,21,1,0.5,3.6,28,"69","Prienų r. sav."
0,0,0,0,2020-08-12,10,0,0.2,0,39,"71","Radviliškio r. sav."
3,0,0,0,2020-08-12,6,0,0.1,0,22,"72","Raseinių r. sav."
2,0,0,0,2020-08-12,6,0,0.1,0,10,"73","Rokiškio r. sav."
0,0,0,0,2020-08-12,5,0,0.6,0,1,"74","Rietavo sav."
3,0,0,0,2020-08-12,2,0,0.1,0,10,"75","Skuodo r. sav."
1,0,0,0,2020-08-12,19,1,0.4,6.7,15,"77","Tauragės r. sav."
2,0,0,0,2020-08-12,13,0,0.2,0,48,"78","Telšių r. sav."
0,0,0,0,2020-08-12,38,1,0.7,2.9,34,"79","Trakų r. sav."
2,0,0,0,2020-08-12,146,1,1.5,4.3,23,"81","Ukmergės r. sav."
1,0,0,0,2020-08-12,18,0,0.2,0,51,"82","Utenos r. sav."
0,0,0,0,2020-08-12,12,0,0.4,0,13,"84","Šakių r. sav."
2,0,0,0,2020-08-12,53,2,1.1,3.8,52,"85","Šalčininkų r. sav."
0,0,0,0,2020-08-12,33,0,0.8,0,11,"86","Švenčionių r. sav."
3,0,0,0,2020-08-12,7,0,0.2,0,6,"87","Šilalės r. sav."
0,0,0,0,2020-08-12,19,0,0.3,0,38,"88","Šilutės r. sav."
1,0,0,0,2020-08-12,40,0,1.4,0,10,"89","Širvintų r. sav."
3,0,0,0,2020-08-12,4,0,0.1,0,28,"91","Šiaulių r. sav."
1,0,0,0,2020-08-12,7,0,0.2,0,5,"94","Jurbarko r. sav."
99,0,0,0,2020-08-13,3886,36,0.7,0.9,4046,"00","Lietuva"
2,0,0,0,2020-08-13,39,0,0.3,0,198,"11","Alytaus m. sav."
0,0,0,0,2020-08-13,0,0,0,0,1,"12","Birštono sav."
13,0,0,0,2020-08-13,1171,12,0.9,1,1211,"13","Vilniaus m. sav."
2,0,0,0,2020-08-13,2,0,0,0,31,"15","Druskininkų sav."
3,0,0,0,2020-08-13,117,0,0.9,0,47,"18","Marijampolės sav."
12,0,0,0,2020-08-13,289,9,0.6,1.9,486,"19","Kauno m. sav."
4,0,0,0,2020-08-13,627,3,1.8,1.6,186,"21","Klaipėdos m. sav."
0,0,0,0,2020-08-13,1,0,0.3,0,0,"23","Neringos sav."
1,0,0,0,2020-08-13,20,0,0.6,0,15,"25","Palangos m. sav."
5,0,0,0,2020-08-13,73,1,0.5,0.5,200,"27","Panevėžio m. sav."
4,0,0,0,2020-08-13,36,3,0.2,6.3,48,"29","Šiaulių m. sav."
0,0,0,0,2020-08-13,15,0,0.5,0,19,"30","Visagino sav."
1,0,0,0,2020-08-13,4,0,0.1,0,6,"32","Akmenės r. sav."
0,0,0,0,2020-08-13,4,0,0.1,0,43,"33","Alytaus r. sav."
1,0,0,0,2020-08-13,8,0,0.2,0,5,"34","Anykščių r. sav."
0,0,0,0,2020-08-13,3,0,0.1,0,27,"36","Biržų r. sav."
1,0,0,0,2020-08-13,3,0,0.1,0,18,"38","Varėnos r. sav."
0,0,0,0,2020-08-13,9,0,0.2,0,16,"39","Vilkaviškio r. sav."
1,0,0,0,2020-08-13,537,0,2.1,0,182,"41","Vilniaus r. sav."
2,0,0,0,2020-08-13,11,0,0.3,0,11,"42","Elektrėnų sav."
1,0,0,0,2020-08-13,6,0,0.2,0,19,"43","Zarasų r. sav."
0,0,0,0,2020-08-13,23,0,0.7,0,29,"45","Ignalinos r. sav."
3,0,0,0,2020-08-13,17,0,0.2,0,51,"46","Jonavos r. sav."
0,0,0,0,2020-08-13,14,0,0.4,0,6,"47","Joniškio r. sav."
0,0,0,0,2020-08-13,11,0,0.7,0,1,"48","Kalvarijos sav."
2,0,0,0,2020-08-13,4,0,0.1,0,41,"49","Kaišiadorių r. sav."
4,0,0,0,2020-08-13,47,1,0.5,1,99,"52","Kauno r. sav."
1,0,0,0,2020-08-13,12,0,0.2,0,24,"53","Kėdainių r. sav."
2,0,0,0,2020-08-13,2,0,0.1,0,17,"54","Kelmės r. sav."
3,0,0,0,2020-08-13,93,1,1,1.9,52,"55","Klaipėdos r. sav."
1,0,0,0,2020-08-13,116,0,1.7,0,88,"56","Kretingos r. sav."
3,0,0,0,2020-08-13,7,1,0.2,2,51,"57","Kupiškio r. sav."
2,0,0,0,2020-08-13,10,0,0.6,0,7,"58","Kazlų Rūdos sav."
2,0,0,0,2020-08-13,9,0,0.3,0,15,"59","Lazdijų r. sav."
3,0,0,0,2020-08-13,21,0,0.3,0,86,"61","Mažeikių r. sav."
1,0,0,0,2020-08-13,24,0,0.9,0,9,"62","Molėtų r. sav."
1,0,0,0,2020-08-13,2,0,0.3,0,1,"63","Pagėgių sav."
2,0,0,0,2020-08-13,0,0,0,0,29,"65","Pakruojo r. sav."
1,0,0,0,2020-08-13,11,0,0.2,0,25,"66","Panevėžio r. sav."
1,0,0,0,2020-08-13,12,0,0.4,0,37,"67","Pasvalio r. sav."
2,0,0,0,2020-08-13,12,0,0.3,0,26,"68","Plungės r. sav."
0,0,0,0,2020-08-13,22,1,0.5,1.7,58,"69","Prienų r. sav."
1,0,0,0,2020-08-13,10,0,0.2,0,27,"71","Radviliškio r. sav."
1,0,0,0,2020-08-13,6,0,0.1,0,12,"72","Raseinių r. sav."
1,0,0,0,2020-08-13,6,0,0.1,0,27,"73","Rokiškio r. sav."
0,0,0,0,2020-08-13,5,0,0.6,0,4,"74","Rietavo sav."
1,0,0,0,2020-08-13,2,0,0.1,0,6,"75","Skuodo r. sav."
0,0,0,0,2020-08-13,21,2,0.4,14.3,14,"77","Tauragės r. sav."
0,0,0,0,2020-08-13,13,0,0.2,0,51,"78","Telšių r. sav."
1,0,0,0,2020-08-13,39,1,0.7,1,100,"79","Trakų r. sav."
0,0,0,0,2020-08-13,146,0,1.5,0,21,"81","Ukmergės r. sav."
2,0,0,0,2020-08-13,18,0,0.2,0,21,"82","Utenos r. sav."
0,0,0,0,2020-08-13,12,0,0.4,0,13,"84","Šakių r. sav."
1,0,0,0,2020-08-13,53,0,1.1,0,48,"85","Šalčininkų r. sav."
0,0,0,0,2020-08-13,33,0,0.8,0,12,"86","Švenčionių r. sav."
0,0,0,0,2020-08-13,7,0,0.2,0,22,"87","Šilalės r. sav."
1,0,0,0,2020-08-13,20,1,0.3,1,100,"88","Šilutės r. sav."
1,0,0,0,2020-08-13,40,0,1.4,0,10,"89","Širvintų r. sav."
1,0,0,0,2020-08-13,4,0,0.1,0,11,"91","Šiaulių r. sav."
1,0,0,0,2020-08-13,7,0,0.2,0,26,"94","Jurbarko r. sav."
97,0,0,0,2020-08-14,3932,46,0.7,0.9,5061,"00","Lietuva"
0,0,0,0,2020-08-14,39,0,0.3,0,33,"11","Alytaus m. sav."
0,0,0,0,2020-08-14,0,0,0,0,1,"12","Birštono sav."
15,0,0,0,2020-08-14,1178,7,0.9,0.5,1443,"13","Vilniaus m. sav."
1,0,0,0,2020-08-14,2,0,0,0,25,"15","Druskininkų sav."
1,0,0,0,2020-08-14,117,0,0.9,0,150,"18","Marijampolės sav."
4,0,0,0,2020-08-14,302,13,0.6,1.5,862,"19","Kauno m. sav."
4,0,0,0,2020-08-14,631,4,1.8,2,203,"21","Klaipėdos m. sav."
0,0,0,0,2020-08-14,1,0,0.3,0,3,"23","Neringos sav."
1,0,0,0,2020-08-14,20,0,0.6,0,48,"25","Palangos m. sav."
3,0,0,0,2020-08-14,74,1,0.5,0.5,221,"27","Panevėžio m. sav."
3,0,0,0,2020-08-14,37,1,0.2,0.6,156,"29","Šiaulių m. sav."
0,0,0,0,2020-08-14,15,0,0.5,0,117,"30","Visagino sav."
1,0,0,0,2020-08-14,4,0,0.1,0,18,"32","Akmenės r. sav."
1,0,0,0,2020-08-14,4,0,0.1,0,14,"33","Alytaus r. sav."
2,0,0,0,2020-08-14,8,0,0.2,0,23,"34","Anykščių r. sav."
2,0,0,0,2020-08-14,3,0,0.1,0,8,"36","Biržų r. sav."
0,0,0,0,2020-08-14,3,0,0.1,0,22,"38","Varėnos r. sav."
2,0,0,0,2020-08-14,9,0,0.2,0,35,"39","Vilkaviškio r. sav."
1,0,0,0,2020-08-14,537,0,2.1,0,170,"41","Vilniaus r. sav."
1,0,0,0,2020-08-14,11,0,0.3,0,22,"42","Elektrėnų sav."
0,0,0,0,2020-08-14,6,0,0.2,0,26,"43","Zarasų r. sav."
0,0,0,0,2020-08-14,26,3,0.8,5.8,52,"45","Ignalinos r. sav."
3,0,0,0,2020-08-14,18,1,0.2,1.8,55,"46","Jonavos r. sav."
1,0,0,0,2020-08-14,14,0,0.4,0,35,"47","Joniškio r. sav."
0,0,0,0,2020-08-14,11,0,0.7,0,18,"48","Kalvarijos sav."
2,0,0,0,2020-08-14,4,0,0.1,0,33,"49","Kaišiadorių r. sav."
1,0,0,0,2020-08-14,56,9,0.6,5,180,"52","Kauno r. sav."
4,0,0,0,2020-08-14,12,0,0.2,0,29,"53","Kėdainių r. sav."
1,0,0,0,2020-08-14,2,0,0.1,0,29,"54","Kelmės r. sav."
3,0,0,0,2020-08-14,94,1,1,2.2,46,"55","Klaipėdos r. sav."
3,0,0,0,2020-08-14,116,0,1.7,0,27,"56","Kretingos r. sav."
2,0,0,0,2020-08-14,7,0,0.2,0,39,"57","Kupiškio r. sav."
0,0,0,0,2020-08-14,10,0,0.6,0,7,"58","Kazlų Rūdos sav."
0,0,0,0,2020-08-14,9,0,0.3,0,12,"59","Lazdijų r. sav."
1,0,0,0,2020-08-14,21,0,0.3,0,16,"61","Mažeikių r. sav."
1,0,0,0,2020-08-14,27,3,1,3.6,83,"62","Molėtų r. sav."
1,0,0,0,2020-08-14,2,0,0.3,0,4,"63","Pagėgių sav."
1,0,0,0,2020-08-14,0,0,0,0,13,"65","Pakruojo r. sav."
2,0,0,0,2020-08-14,11,0,0.2,0,82,"66","Panevėžio r. sav."
1,0,0,0,2020-08-14,12,0,0.4,0,7,"67","Pasvalio r. sav."
2,0,0,0,2020-08-14,12,0,0.3,0,14,"68","Plungės r. sav."
1,0,0,0,2020-08-14,22,0,0.5,0,38,"69","Prienų r. sav."
4,0,0,0,2020-08-14,10,0,0.2,0,20,"71","Radviliškio r. sav."
0,0,0,0,2020-08-14,7,1,0.2,2.6,39,"72","Raseinių r. sav."
1,0,0,0,2020-08-14,6,0,0.1,0,13,"73","Rokiškio r. sav."
0,0,0,0,2020-08-14,5,0,0.6,0,2,"74","Rietavo sav."
1,0,0,0,2020-08-14,2,0,0.1,0,13,"75","Skuodo r. sav."
2,0,0,0,2020-08-14,21,0,0.4,0,38,"77","Tauragės r. sav."
2,0,0,0,2020-08-14,13,0,0.2,0,23,"78","Telšių r. sav."
1,0,0,0,2020-08-14,39,0,0.7,0,57,"79","Trakų r. sav."
1,0,0,0,2020-08-14,146,0,1.5,0,75,"81","Ukmergės r. sav."
2,0,0,0,2020-08-14,18,0,0.2,0,65,"82","Utenos r. sav."
3,0,0,0,2020-08-14,12,0,0.4,0,27,"84","Šakių r. sav."
2,0,0,0,2020-08-14,53,0,1.1,0,93,"85","Šalčininkų r. sav."
1,0,0,0,2020-08-14,34,1,0.8,5,20,"86","Švenčionių r. sav."
1,0,0,0,2020-08-14,7,0,0.2,0,24,"87","Šilalės r. sav."
2,0,0,0,2020-08-14,21,1,0.4,2.4,42,"88","Šilutės r. sav."
0,0,0,0,2020-08-14,40,0,1.4,0,18,"89","Širvintų r. sav."
0,0,0,0,2020-08-14,4,0,0.1,0,33,"91","Šiaulių r. sav."
0,0,0,0,2020-08-14,7,0,0.2,0,40,"94","Jurbarko r. sav."
112,0,0,0,2020-08-15,3967,35,0.7,1,3453,"00","Lietuva"
1,0,0,0,2020-08-15,39,0,0.3,0,103,"11","Alytaus m. sav."
0,0,0,0,2020-08-15,0,0,0,0,2,"12","Birštono sav."
15,0,0,0,2020-08-15,1184,6,0.9,1.3,456,"13","Vilniaus m. sav."
3,0,0,0,2020-08-15,2,0,0,0,30,"15","Druskininkų sav."
2,0,0,0,2020-08-15,117,0,0.9,0,50,"18","Marijampolės sav."
15,0,0,0,2020-08-15,315,13,0.6,1.1,1232,"19","Kauno m. sav."
2,0,0,0,2020-08-15,633,2,1.8,1.1,186,"21","Klaipėdos m. sav."
0,0,0,0,2020-08-15,1,0,0.3,0,2,"23","Neringos sav."
1,0,0,0,2020-08-15,20,0,0.6,0,12,"25","Palangos m. sav."
6,0,0,0,2020-08-15,76,2,0.5,1.6,129,"27","Panevėžio m. sav."
1,0,0,0,2020-08-15,38,1,0.2,4,25,"29","Šiaulių m. sav."
0,0,0,0,2020-08-15,15,0,0.5,0,1,"30","Visagino sav."
0,0,0,0,2020-08-15,4,0,0.1,0,24,"32","Akmenės r. sav."
1,0,0,0,2020-08-15,4,0,0.1,0,9,"33","Alytaus r. sav."
2,0,0,0,2020-08-15,8,0,0.2,0,11,"34","Anykščių r. sav."
4,0,0,0,2020-08-15,3,0,0.1,0,33,"36","Biržų r. sav."
0,0,0,0,2020-08-15,3,0,0.1,0,44,"38","Varėnos r. sav."
0,0,0,0,2020-08-15,9,0,0.2,0,15,"39","Vilkaviškio r. sav."
1,0,0,0,2020-08-15,537,0,2.1,0,56,"41","Vilniaus r. sav."
0,0,0,0,2020-08-15,11,0,0.3,0,7,"42","Elektrėnų sav."
0,0,0,0,2020-08-15,6,0,0.2,0,2,"43","Zarasų r. sav."
6,0,0,0,2020-08-15,26,0,0.8,0,4,"45","Ignalinos r. sav."
2,0,0,0,2020-08-15,18,0,0.2,0,43,"46","Jonavos r. sav."
1,0,0,0,2020-08-15,14,0,0.4,0,14,"47","Joniškio r. sav."
1,0,0,0,2020-08-15,11,0,0.7,0,5,"48","Kalvarijos sav."
2,0,0,0,2020-08-15,4,0,0.1,0,40,"49","Kaišiadorių r. sav."
4,0,0,0,2020-08-15,63,7,0.6,2.4,297,"52","Kauno r. sav."
0,0,0,0,2020-08-15,12,0,0.2,0,55,"53","Kėdainių r. sav."
1,0,0,0,2020-08-15,2,0,0.1,0,2,"54","Kelmės r. sav."
4,0,0,0,2020-08-15,94,0,1,0,44,"55","Klaipėdos r. sav."
1,0,0,0,2020-08-15,116,0,1.7,0,21,"56","Kretingos r. sav."
4,0,0,0,2020-08-15,8,1,0.2,2.1,48,"57","Kupiškio r. sav."
1,0,0,0,2020-08-15,10,0,0.6,0,5,"58","Kazlų Rūdos sav."
0,0,0,0,2020-08-15,9,0,0.3,0,22,"59","Lazdijų r. sav."
1,0,0,0,2020-08-15,22,1,0.3,8.3,12,"61","Mažeikių r. sav."
0,0,0,0,2020-08-15,27,0,1,0,3,"62","Molėtų r. sav."
0,0,0,0,2020-08-15,2,0,0.3,0,0,"63","Pagėgių sav."
1,0,0,0,2020-08-15,1,1,0,9.1,11,"65","Pakruojo r. sav."
1,0,0,0,2020-08-15,11,0,0.2,0,42,"66","Panevėžio r. sav."
3,0,0,0,2020-08-15,12,0,0.4,0,31,"67","Pasvalio r. sav."
0,0,0,0,2020-08-15,12,0,0.3,0,7,"68","Plungės r. sav."
1,0,0,0,2020-08-15,22,0,0.5,0,62,"69","Prienų r. sav."
0,0,0,0,2020-08-15,10,0,0.2,0,12,"71","Radviliškio r. sav."
0,0,0,0,2020-08-15,7,0,0.2,0,25,"72","Raseinių r. sav."
3,0,0,0,2020-08-15,6,0,0.1,0,18,"73","Rokiškio r. sav."
0,0,0,0,2020-08-15,5,0,0.6,0,1,"74","Rietavo sav."
1,0,0,0,2020-08-15,2,0,0.1,0,11,"75","Skuodo r. sav."
0,0,0,0,2020-08-15,21,0,0.4,0,9,"77","Tauragės r. sav."
3,0,0,0,2020-08-15,13,0,0.2,0,7,"78","Telšių r. sav."
1,0,0,0,2020-08-15,39,0,0.7,0,28,"79","Trakų r. sav."
2,0,0,0,2020-08-15,146,0,1.5,0,12,"81","Ukmergės r. sav."
