"daily_deaths_all","daily_deaths_def1","daily_deaths_def2","daily_deaths_def3","date","dgn_pos_cum","dgn_pos_day","dgn_prc_cum","dgn_prc_day","dgn_tot_day","municipality_code","municipality_name"
0,0,0,0,2021-08-01,1496,0,6.5,0,23,"32","Akmenės r. sav."
0,0,0,0,2021-08-01,1995,0,8.6,0,11,"33","Alytaus r. sav."
0,0,0,0,2021-08-01,1708,0,7.6,0,14,"34","Anykščių r. sav."
2,0,0,0,2021-08-01,1450,0,6,0,9,"36","Biržų r. sav."
1,0,0,0,2021-08-01,1946,0,8.5,0,16,"38","Varėnos r. sav."
2,0,0,0,2021-08-01,2741,0,8.5,0,37,"39","Vilkaviškio r. sav."
4,0,0,0,2021-08-01,12952,8,9.3,4,201,"41","Vilniaus r. sav."
2,0,0,0,2021-08-01,2583,1,8.6,4.5,22,"42","Elektrėnų sav."
0,0,0,0,2021-08-01,1198,1,7.4,14.3,7,"43","Zarasų r. sav."
0,0,0,0,2021-08-01,1154,5,6.9,12.2,41,"45","Ignalinos r. sav."
0,0,0,0,2021-08-01,3887,0,6.7,0,34,"46","Jonavos r. sav."
0,0,0,0,2021-08-01,1285,0,5.5,0,20,"47","Joniškio r. sav."
0,0,0,0,2021-08-01,671,0,7.2,0,9,"48","Kalvarijos sav."
0,0,0,0,2021-08-01,2833,0,7.2,0,33,"49","Kaišiadorių r. sav."
1,0,0,0,2021-08-01,8071,3,8.5,1.6,186,"52","Kauno r. sav."
0,0,0,0,2021-08-01,4304,0,8.8,0,39,"53","Kėdainių r. sav."
1,0,0,0,2021-08-01,1865,0,6.6,0,28,"54","Kelmės r. sav."
2,0,0,0,2021-08-01,4940,2,7.9,2.1,94,"55","Klaipėdos r. sav."
0,0,0,0,2021-08-01,2938,8,6.8,17.8,45,"56","Kretingos r. sav."
0,0,0,0,2021-08-01,1164,0,5.3,0,6,"57","Kupiškio r. sav."
1,0,0,0,2021-08-01,1002,0,7.8,0,11,"58","Kazlų Rūdos sav."
3,0,0,0,2021-08-01,1041,0,5.2,0,11,"59","Lazdijų r. sav."
0,0,0,0,2021-08-01,3777,2,6.8,2.9,69,"61","Mažeikių r. sav."
2,0,0,0,2021-08-01,1658,0,10,0,6,"62","Molėtų r. sav."
1,0,0,0,2021-08-01,366,0,7.5,0,2,"63","Pagėgių sav."
2,0,0,0,2021-08-01,1530,2,7.5,7.4,27,"65","Pakruojo r. sav."
0,0,0,0,2021-08-01,3119,1,8.6,3,33,"66","Panevėžio r. sav."
1,0,0,0,2021-08-01,1504,0,7.1,0,16,"67","Pasvalio r. sav."
0,0,0,0,2021-08-01,2281,6,4.7,18.8,32,"68","Plungės r. sav."
1,0,0,0,2021-08-01,2475,1,8,3.2,31,"69","Prienų r. sav."
2,0,0,0,2021-08-01,3017,1,6.7,2.8,36,"71","Radviliškio r. sav."
1,0,0,0,2021-08-01,3389,0,8.4,0,22,"72","Raseinių r. sav."
2,0,0,0,2021-08-01,2171,2,6.8,9.5,21,"73","Rokiškio r. sav."
1,0,0,0,2021-08-01,419,0,6.6,0,7,"74","Rietavo sav."
1,0,0,0,2021-08-01,1400,0,7.6,0,21,"75","Skuodo r. sav."
4,0,0,0,2021-08-01,2846,0,7.7,0,47,"77","Tauragės r. sav."
3,0,0,0,2021-08-01,2973,4,6.1,5.6,72,"78","Telšių r. sav."
2,0,0,0,2021-08-01,3850,0,10.6,0,25,"79","Trakų r. sav."
1,0,0,0,2021-08-01,4105,0,8.6,0,21,"81","Ukmergės r. sav."
1,0,0,0,2021-08-01,3490,0,7.3,0,25,"82","Utenos r. sav."
3,0,0,0,2021-08-01,1582,0,7.5,0,17,"84","Šakių r. sav."
0,0,0,0,2021-08-01,3628,0,11.5,0,29,"85","Šalčininkų r. sav."
0,0,0,0,2021-08-01,2782,1,9.7,2,49,"86","Švenčionių r. sav."
0,0,0,0,2021-08-01,1582,0,7.4,0,21,"87","Šilalės r. sav."
3,0,0,0,2021-08-01,3136,2,7.9,6.3,32,"88","Šilutės r. sav."
0,0,0,0,2021-08-01,1641,0,8,0,15,"89","Širvintų r. sav."
0,0,0,0,2021-08-01,2883,0,10.1,0,43,"91","Šiaulių r. sav."
0,0,0,0,2021-08-01,1394,4,6.1,9.5,42,"94","Jurbarko r. sav."
113,2,2,2,2021-08-02,291203,395,6.9,2.4,16304,"00","Lietuva"
1,0,0,0,2021-08-02,7493,7,7,3.3,210,"11","Alytaus m. sav."
0,0,0,0,2021-08-02,176,0,7.5,0,5,"12","Birštono sav."
21,0,0,0,2021-08-02,73011,122,6.4,3.3,3689,"13","Vilniaus m. sav."
1,0,0,0,2021-08-02,1603,1,4.8,0.6,164,"15","Druskininkų sav."
1,0,0,0,2021-08-02,6406,6,7.7,1.7,345,"18","Marijampolės sav."
14,0,0,0,2021-08-02,32632,50,5.8,2.3,2166,"19","Kauno m. sav."
8,0,0,0,2021-08-02,16964,43,5.9,3.1,1375,"21","Klaipėdos m. sav."
1,0,0,0,2021-08-02,146,0,6.3,0,4,"23","Neringos sav."
1,0,0,0,2021-08-02,1329,11,4.9,9.3,118,"25","Palangos m. sav."
2,0,0,0,2021-08-02,10680,20,8.9,4,495,"27","Panevėžio m. sav."
2,0,0,0,2021-08-02,12014,21,6.3,1.6,1293,"29","Šiaulių m. sav."
0,0,0,0,2021-08-02,2414,1,9.3,0.8,131,"30","Visagino sav."
2,0,0,0,2021-08-02,1499,3,6.4,2.3,130,"32","Akmenės r. sav."
2,0,0,0,2021-08-02,1997,2,8.6,5.1,39,"33","Alytaus r. sav."
1,0,0,0,2021-08-02,1713,5,7.6,5,100,"34","Anykščių r. sav."
0,0,0,0,2021-08-02,1456,6,6,7.3,82,"36","Biržų r. sav."
3,0,0,0,2021-08-02,1947,1,8.5,1.8,55,"38","Varėnos r. sav."
2,0,0,0,2021-08-02,2743,2,8.5,1.3,157,"39","Vilkaviškio r. sav."
3,1,1,1,2021-08-02,12960,8,9.3,1.8,453,"41","Vilniaus r. sav."
1,0,0,0,2021-08-02,2587,4,8.6,3.7,108,"42","Elektrėnų sav."
0,0,0,0,2021-08-02,1199,1,7.4,1.4,73,"43","Zarasų r. sav."
2,0,0,0,2021-08-02,1155,1,6.9,2,50,"45","Ignalinos r. sav."
1,0,0,0,2021-08-02,3891,4,6.7,1.6,257,"46","Jonavos r. sav."
1,0,0,0,2021-08-02,1289,4,5.5,2.7,148,"47","Joniškio r. sav."
0,0,0,0,2021-08-02,672,1,7.2,3.3,30,"48","Kalvarijos sav."
1,0,0,0,2021-08-02,2833,0,7.2,0,95,"49","Kaišiadorių r. sav."
3,0,0,0,2021-08-02,8076,5,8.4,1.7,292,"52","Kauno r. sav."
3,0,0,0,2021-08-02,4305,1,8.8,0.5,182,"53","Kėdainių r. sav."
0,0,0,0,2021-08-02,1866,1,6.5,0.9,107,"54","Kelmės r. sav."
0,0,0,0,2021-08-02,4947,7,7.8,2.6,268,"55","Klaipėdos r. sav."
1,0,0,0,2021-08-02,2945,7,6.8,2.6,265,"56","Kretingos r. sav."
1,0,0,0,2021-08-02,1164,0,5.3,0,77,"57","Kupiškio r. sav."
0,0,0,0,2021-08-02,1002,0,7.8,0,37,"58","Kazlų Rūdos sav."
2,0,0,0,2021-08-02,1042,1,5.2,1.6,63,"59","Lazdijų r. sav."
4,0,0,0,2021-08-02,3778,1,6.8,0.4,238,"61","Mažeikių r. sav."
0,0,0,0,2021-08-02,1658,0,10,0,43,"62","Molėtų r. sav."
0,0,0,0,2021-08-02,366,0,7.4,0,34,"63","Pagėgių sav."
1,0,0,0,2021-08-02,1531,1,7.5,1.3,80,"65","Pakruojo r. sav."
5,0,0,0,2021-08-02,3128,9,8.6,7.8,116,"66","Panevėžio r. sav."
0,0,0,0,2021-08-02,1505,1,7.1,1.1,92,"67","Pasvalio r. sav."
0,0,0,0,2021-08-02,2282,1,4.7,0.7,143,"68","Plungės r. sav."
3,0,0,0,2021-08-02,2478,3,7.9,2.4,123,"69","Prienų r. sav."
3,0,0,0,2021-08-02,3018,1,6.6,0.6,166,"71","Radviliškio r. sav."
0,0,0,0,2021-08-02,3389,0,8.4,0,108,"72","Raseinių r. sav."
0,0,0,0,2021-08-02,2172,1,6.7,0.7,138,"73","Rokiškio r. sav."
0,0,0,0,2021-08-02,419,0,6.6,0,9,"74","Rietavo sav."
0,0,0,0,2021-08-02,1401,1,7.6,0.9,106,"75","Skuodo r. sav."
0,0,0,0,2021-08-02,2847,1,7.6,0.5,185,"77","Tauragės r. sav."
2,0,0,0,2021-08-02,2975,2,6.1,1,193,"78","Telšių r. sav."
0,0,0,0,2021-08-02,3852,2,10.6,1.4,140,"79","Trakų r. sav."
1,0,0,0,2021-08-02,4105,0,8.5,0,193,"81","Ukmergės r. sav."
1,0,0,0,2021-08-02,3496,6,7.3,2.2,269,"82","Utenos r. sav."
3,0,0,0,2021-08-02,1587,5,7.5,7.4,68,"84","Šakių r. sav."
1,0,0,0,2021-08-02,3632,4,11.4,2.6,153,"85","Šalčininkų r. sav."
1,0,0,0,2021-08-02,2786,4,9.7,4.3,93,"86","Švenčionių r. sav."
2,0,0,0,2021-08-02,1583,1,7.3,1,102,"87","Šilalės r. sav."
2,0,0,0,2021-08-02,3137,1,7.8,0.6,160,"88","Šilutės r. sav."
1,0,0,0,2021-08-02,1641,0,8,0,79,"89","Širvintų r. sav."
1,1,1,1,2021-08-02,2886,3,10.1,2.5,121,"91","Šiaulių r. sav."
0,0,0,0,2021-08-02,1395,1,6.1,1.1,89,"94","Jurbarko r. sav."
106,3,4,4,2021-08-03,291784,581,6.9,3.6,16087,"00","Lietuva"
2,0,0,0,2021-08-03,7504,11,7,5,221,"11","Alytaus m. sav."
0,0,0,0,2021-08-03,176,0,7.5,0,9,"12","Birštono sav."
19,1,1,1,2021-08-03,73219,208,6.4,5.4,3857,"13","Vilniaus m. sav."
0,0,0,0,2021-08-03,1603,0,4.7,0,152,"15","Druskininkų sav."
3,0,0,0,2021-08-03,6409,3,7.6,1.1,279,"18","Marijampolės sav."
9,0,0,0,2021-08-03,32694,62,5.8,2.8,2207,"19","Kauno m. sav."
5,0,0,0,2021-08-03,17019,55,5.9,4.1,1331,"21","Klaipėdos m. sav."
0,0,0,0,2021-08-03,147,1,6.2,4,25,"23","Neringos sav."
0,0,0,0,2021-08-03,1333,4,4.8,3.1,128,"25","Palangos m. sav."
0,0,0,0,2021-08-03,10694,14,8.9,3,472,"27","Panevėžio m. sav."
3,1,1,1,2021-08-03,12036,22,6.2,2,1076,"29","Šiaulių m. sav."
0,0,0,0,2021-08-03,2416,2,9.3,1.5,136,"30","Visagino sav."
3,1,1,1,2021-08-03,1499,0,6.4,0,41,"32","Akmenės r. sav."
4,0,0,0,2021-08-03,1998,1,8.5,1.7,60,"33","Alytaus r. sav."
2,0,0,0,2021-08-03,1714,1,7.6,2.6,39,"34","Anykščių r. sav."
2,0,0,0,2021-08-03,1459,3,5.9,2.6,117,"36","Biržų r. sav."
2,0,0,0,2021-08-03,1955,8,8.5,9.8,82,"38","Varėnos r. sav."
3,0,0,0,2021-08-03,2745,2,8.4,1.4,143,"39","Vilkaviškio r. sav."
3,0,0,0,2021-08-03,12975,15,9.3,3.4,436,"41","Vilniaus r. sav."
1,0,0,0,2021-08-03,2590,3,8.6,2.2,135,"42","Elektrėnų sav."
0,0,0,0,2021-08-03,1199,0,7.4,0,31,"43","Zarasų r. sav."
0,0,0,0,2021-08-03,1172,17,7,39.5,43,"45","Ignalinos r. sav."
2,0,0,0,2021-08-03,3895,4,6.6,1.6,252,"46","Jonavos r. sav."
2,0,0,0,2021-08-03,1289,0,5.5,0,41,"47","Joniškio r. sav."
0,0,0,0,2021-08-03,674,2,7.2,6.1,33,"48","Kalvarijos sav."
2,0,0,0,2021-08-03,2838,5,7.2,3.7,136,"49","Kaišiadorių r. sav."
3,0,0,0,2021-08-03,8084,8,8.4,2.8,284,"52","Kauno r. sav."
2,0,0,0,2021-08-03,4316,11,8.7,5.8,189,"53","Kėdainių r. sav."
5,0,0,0,2021-08-03,1869,3,6.5,3.4,88,"54","Kelmės r. sav."
1,0,0,0,2021-08-03,4969,22,7.9,9.2,239,"55","Klaipėdos r. sav."
1,0,0,0,2021-08-03,2956,11,6.7,4,277,"56","Kretingos r. sav."
0,0,0,0,2021-08-03,1166,2,5.3,3.3,60,"57","Kupiškio r. sav."
2,0,0,0,2021-08-03,1002,0,7.8,0,39,"58","Kazlų Rūdos sav."
0,0,0,0,2021-08-03,1045,3,5.2,3.8,80,"59","Lazdijų r. sav."
1,0,0,0,2021-08-03,3787,9,6.7,3.1,293,"61","Mažeikių r. sav."
1,0,0,0,2021-08-03,1658,0,10,0,34,"62","Molėtų r. sav."
1,0,0,0,2021-08-03,366,0,7.4,0,22,"63","Pagėgių sav."
0,0,0,0,2021-08-03,1531,0,7.4,0,26,"65","Pakruojo r. sav."
2,0,0,0,2021-08-03,3131,3,8.6,3.2,95,"66","Panevėžio r. sav."
0,0,0,0,2021-08-03,1510,5,7,3.9,128,"67","Pasvalio r. sav."
0,0,0,0,2021-08-03,2288,6,4.7,4.2,143,"68","Plungės r. sav."
2,0,0,0,2021-08-03,2483,5,7.9,3.6,140,"69","Prienų r. sav."
1,0,0,0,2021-08-03,3019,1,6.6,0.4,265,"71","Radviliškio r. sav."
2,0,0,0,2021-08-03,3391,2,8.4,1.4,147,"72","Raseinių r. sav."
0,0,0,0,2021-08-03,2172,0,6.7,0,110,"73","Rokiškio r. sav."
0,0,0,0,2021-08-03,421,2,6.6,3.7,54,"74","Rietavo sav."
1,0,0,0,2021-08-03,1411,10,7.6,8.8,114,"75","Skuodo r. sav."
0,0,0,0,2021-08-03,2848,1,7.6,0.6,173,"77","Tauragės r. sav."
1,0,0,0,2021-08-03,2982,7,6,2.4,293,"78","Telšių r. sav."
2,0,0,0,2021-08-03,3857,5,10.6,4.2,118,"79","Trakų r. sav."
0,0,0,0,2021-08-03,4105,0,8.5,0,65,"81","Ukmergės r. sav."
3,0,0,0,2021-08-03,3497,1,7.2,0.5,190,"82","Utenos r. sav."
1,0,0,0,2021-08-03,1589,2,7.4,2.3,87,"84","Šakių r. sav."
1,0,0,0,2021-08-03,3632,0,11.3,0,255,"85","Šalčininkų r. sav."
1,0,0,0,2021-08-03,2788,2,9.7,1.5,131,"86","Švenčionių r. sav."
2,0,0,0,2021-08-03,1589,6,7.3,7,86,"87","Šilalės r. sav."
1,0,0,0,2021-08-03,3143,6,7.8,3,198,"88","Šilutės r. sav."
0,0,0,0,2021-08-03,1642,1,8,4.8,21,"89","Širvintų r. sav."
1,0,0,0,2021-08-03,2889,3,10.1,4.9,61,"91","Šiaulių r. sav."
1,0,1,1,2021-08-03,1396,1,6,1,100,"94","Jurbarko r. sav."
91,1,2,2,2021-08-04,292281,497,6.9,3,16367,"00","Lietuva"
1,0,0,0,2021-08-04,7507,3,7,1,312,"11","Alytaus m. sav."
0,0,0,0,2021-08-04,176,0,7.4,0,9,"12","Birštono sav."
11,0,0,0,2021-08-04,73378,159,6.4,4.3,3705,"13","Vilniaus m. sav."
1,0,0,0,2021-08-04,1603,0,4.7,0,147,"15","Druskininkų sav."
1,0,0,0,2021-08-04,6412,3,7.6,1,287,"18","Marijampolės sav."
11,0,0,0,2021-08-04,32735,41,5.8,1.9,2175,"19","Kauno m. sav."
3,0,1,1,2021-08-04,17092,73,5.9,5.3,1371,"21","Klaipėdos m. sav."
0,0,0,0,2021-08-04,147,0,6.2,0,5,"23","Neringos sav."
2,0,0,0,2021-08-04,1343,10,4.9,6.7,149,"25","Palangos m. sav."
4,0,0,0,2021-08-04,10710,16,8.8,3.5,463,"27","Panevėžio m. sav."
0,0,0,0,2021-08-04,12067,31,6.2,2.7,1160,"29","Šiaulių m. sav."
1,0,0,0,2021-08-04,2418,2,9.2,1.4,142,"30","Visagino sav."
1,0,0,0,2021-08-04,1504,5,6.4,5.3,94,"32","Akmenės r. sav."
3,0,0,0,2021-08-04,1999,1,8.5,1.5,67,"33","Alytaus r. sav."
1,0,0,0,2021-08-04,1714,0,7.5,0,74,"34","Anykščių r. sav."
1,0,0,0,2021-08-04,1467,8,5.9,7.9,101,"36","Biržų r. sav."
2,0,0,0,2021-08-04,1956,1,8.5,1.8,55,"38","Varėnos r. sav."
3,0,0,0,2021-08-04,2746,1,8.4,0.6,156,"39","Vilkaviškio r. sav."
1,0,0,0,2021-08-04,12987,12,9.3,3,405,"41","Vilniaus r. sav."
0,0,0,0,2021-08-04,2590,0,8.5,0,51,"42","Elektrėnų sav."
0,0,0,0,2021-08-04,1200,1,7.4,1.2,81,"43","Zarasų r. sav."
1,0,0,0,2021-08-04,1174,2,7,3.4,58,"45","Ignalinos r. sav."
1,0,0,0,2021-08-04,3895,0,6.6,0,245,"46","Jonavos r. sav."
0,0,0,0,2021-08-04,1290,1,5.5,0.9,116,"47","Joniškio r. sav."
0,0,0,0,2021-08-04,674,0,7.2,0,28,"48","Kalvarijos sav."
0,0,0,0,2021-08-04,2842,4,7.2,3.7,108,"49","Kaišiadorių r. sav."
2,0,0,0,2021-08-04,8090,6,8.4,2.2,273,"52","Kauno r. sav."
3,0,0,0,2021-08-04,4318,2,8.7,1.3,159,"53","Kėdainių r. sav."
1,0,0,0,2021-08-04,1872,3,6.5,2.4,123,"54","Kelmės r. sav."
4,0,0,0,2021-08-04,4979,10,7.8,3.2,310,"55","Klaipėdos r. sav."
0,0,0,0,2021-08-04,2966,10,6.7,3.9,259,"56","Kretingos r. sav."
1,0,0,0,2021-08-04,1168,2,5.3,2.6,76,"57","Kupiškio r. sav."
0,0,0,0,2021-08-04,1002,0,7.8,0,38,"58","Kazlų Rūdos sav."
0,0,0,0,2021-08-04,1045,0,5.2,0,85,"59","Lazdijų r. sav."
3,1,1,1,2021-08-04,3798,11,6.7,3.2,344,"61","Mažeikių r. sav."
0,0,0,0,2021-08-04,1658,0,9.9,0,59,"62","Molėtų r. sav."
0,0,0,0,2021-08-04,368,2,7.3,3.3,61,"63","Pagėgių sav."
0,0,0,0,2021-08-04,1531,0,7.4,0,116,"65","Pakruojo r. sav."
0,0,0,0,2021-08-04,3132,1,8.6,0.9,110,"66","Panevėžio r. sav."
2,0,0,0,2021-08-04,1510,0,7,0,95,"67","Pasvalio r. sav."
0,0,0,0,2021-08-04,2290,2,4.7,1.4,141,"68","Plungės r. sav."
1,0,0,0,2021-08-04,2486,3,7.9,2.8,109,"69","Prienų r. sav."
1,0,0,0,2021-08-04,3019,0,6.6,0,169,"71","Radviliškio r. sav."
1,0,0,0,2021-08-04,3395,4,8.4,3.8,105,"72","Raseinių r. sav."
3,0,0,0,2021-08-04,2172,0,6.7,0,118,"73","Rokiškio r. sav."
1,0,0,0,2021-08-04,422,1,6.5,4.3,23,"74","Rietavo sav."
1,0,0,0,2021-08-04,1421,10,7.6,11.1,90,"75","Skuodo r. sav."
1,0,0,0,2021-08-04,2850,2,7.6,1.2,170,"77","Tauragės r. sav."
1,0,0,0,2021-08-04,2989,7,6,2.2,319,"78","Telšių r. sav."
0,0,0,0,2021-08-04,3860,3,10.6,2.4,124,"79","Trakų r. sav."
1,0,0,0,2021-08-04,4106,1,8.5,0.6,162,"81","Ukmergės r. sav."
6,0,0,0,2021-08-04,3505,8,7.2,3.2,253,"82","Utenos r. sav."
0,0,0,0,2021-08-04,1595,6,7.4,6.7,89,"84","Šakių r. sav."
1,0,0,0,2021-08-04,3639,7,11.3,4.9,143,"85","Šalčininkų r. sav."
4,0,0,0,2021-08-04,2790,2,9.6,2,99,"86","Švenčionių r. sav."
1,0,0,0,2021-08-04,1590,1,7.3,0.9,111,"87","Šilalės r. sav."
2,0,0,0,2021-08-04,3154,11,7.8,5.2,212,"88","Šilutės r. sav."
0,0,0,0,2021-08-04,1644,2,8,3,67,"89","Širvintų r. sav."
0,0,0,0,2021-08-04,2893,4,10.1,3.4,119,"91","Šiaulių r. sav."
1,0,0,0,2021-08-04,1398,2,6,2.8,72,"94","Jurbarko r. sav."
102,0,1,2,2021-08-05,292894,613,6.9,3.9,15629,"00","Lietuva"
1,0,0,0,2021-08-05,7518,11,7,4.9,226,"11","Alytaus m. sav."
0,0,0,0,2021-08-05,179,3,7.5,16.7,18,"12","Birštono sav."
14,0,1,1,2021-08-05,73508,130,6.4,3.7,3560,"13","Vilniaus m. sav."
0,0,0,0,2021-08-05,1608,5,4.7,2.4,206,"15","Druskininkų sav."
5,0,0,0,2021-08-05,6416,4,7.6,1.9,212,"18","Marijampolės sav."
8,0,0,0,2021-08-05,32815,80,5.8,3.6,2211,"19","Kauno m. sav."
7,0,0,0,2021-08-05,17166,74,5.9,5.9,1260,"21","Klaipėdos m. sav."
0,0,0,0,2021-08-05,148,1,6.2,7.7,13,"23","Neringos sav."
1,0,0,0,2021-08-05,1355,12,4.9,7.6,157,"25","Palangos m. sav."
4,0,0,0,2021-08-05,10740,30,8.8,5.5,545,"27","Panevėžio m. sav."
4,0,0,0,2021-08-05,12092,25,6.2,2.1,1181,"29","Šiaulių m. sav."
0,0,0,0,2021-08-05,2421,3,9.2,2.1,145,"30","Visagino sav."
1,0,0,0,2021-08-05,1505,1,6.4,1.7,60,"32","Akmenės r. sav."
2,0,0,0,2021-08-05,2000,1,8.5,1.9,54,"33","Alytaus r. sav."
1,0,0,0,2021-08-05,1714,0,7.5,0,60,"34","Anykščių r. sav."
0,0,0,0,2021-08-05,1471,4,5.9,3.4,118,"36","Biržų r. sav."
2,0,0,0,2021-08-05,1960,4,8.4,4.3,92,"38","Varėnos r. sav."
0,0,0,0,2021-08-05,2746,0,8.4,0,97,"39","Vilkaviškio r. sav."
2,0,0,0,2021-08-05,13000,13,9.3,3,431,"41","Vilniaus r. sav."
0,0,0,0,2021-08-05,2594,4,8.5,4.1,98,"42","Elektrėnų sav."
0,0,0,0,2021-08-05,1201,1,7.4,3.8,26,"43","Zarasų r. sav."
0,0,0,0,2021-08-05,1177,3,7,7.9,38,"45","Ignalinos r. sav."
0,0,0,0,2021-08-05,3899,4,6.6,1.9,214,"46","Jonavos r. sav."
2,0,0,0,2021-08-05,1290,0,5.4,0,35,"47","Joniškio r. sav."
1,0,0,0,2021-08-05,674,0,7.2,0,18,"48","Kalvarijos sav."
1,0,0,0,2021-08-05,2846,4,7.2,3.2,125,"49","Kaišiadorių r. sav."
3,0,0,0,2021-08-05,8103,13,8.4,4.4,296,"52","Kauno r. sav."
1,0,0,0,2021-08-05,4323,5,8.7,3.2,155,"53","Kėdainių r. sav."
2,0,0,0,2021-08-05,1877,5,6.5,8.2,61,"54","Kelmės r. sav."
2,0,0,0,2021-08-05,5004,25,7.8,9.9,253,"55","Klaipėdos r. sav."
1,0,0,0,2021-08-05,2977,11,6.7,4,277,"56","Kretingos r. sav."
1,0,0,0,2021-08-05,1169,1,5.3,1.5,65,"57","Kupiškio r. sav."
0,0,0,0,2021-08-05,1003,1,7.7,2.3,43,"58","Kazlų Rūdos sav."
1,0,0,0,2021-08-05,1070,25,5.3,22.7,110,"59","Lazdijų r. sav."
3,0,0,1,2021-08-05,3808,10,6.7,3.5,282,"61","Mažeikių r. sav."
0,0,0,0,2021-08-05,1659,1,9.9,3.1,32,"62","Molėtų r. sav."
0,0,0,0,2021-08-05,370,2,7.3,7.7,26,"63","Pagėgių sav."
1,0,0,0,2021-08-05,1531,0,7.4,0,34,"65","Pakruojo r. sav."
1,0,0,0,2021-08-05,3139,7,8.6,6,116,"66","Panevėžio r. sav."
1,0,0,0,2021-08-05,1513,3,7,2.6,114,"67","Pasvalio r. sav."
0,0,0,0,2021-08-05,2304,14,4.7,6.9,202,"68","Plungės r. sav."
1,0,0,0,2021-08-05,2493,7,7.9,6,117,"69","Prienų r. sav."
0,0,0,0,2021-08-05,3020,1,6.6,0.6,174,"71","Radviliškio r. sav."
1,0,0,0,2021-08-05,3397,2,8.3,1.9,108,"72","Raseinių r. sav."
2,0,0,0,2021-08-05,2173,1,6.7,0.9,106,"73","Rokiškio r. sav."
0,0,0,0,2021-08-05,424,2,6.5,3.3,61,"74","Rietavo sav."
1,0,0,0,2021-08-05,1421,0,7.6,0,86,"75","Skuodo r. sav."
3,0,0,0,2021-08-05,2852,2,7.5,1.3,153,"77","Tauragės r. sav."
2,0,0,0,2021-08-05,2999,10,6,3.9,256,"78","Telšių r. sav."
2,0,0,0,2021-08-05,3870,10,10.5,6.6,151,"79","Trakų r. sav."
4,0,0,0,2021-08-05,4107,1,8.5,0.7,148,"81","Ukmergės r. sav."
2,0,0,0,2021-08-05,3514,9,7.2,3.8,236,"82","Utenos r. sav."
0,0,0,0,2021-08-05,1597,2,7.4,2.8,72,"84","Šakių r. sav."
1,0,0,0,2021-08-05,3645,6,11.3,3.2,186,"85","Šalčininkų r. sav."
1,0,0,0,2021-08-05,2794,4,9.6,5.6,71,"86","Švenčionių r. sav."
0,0,0,0,2021-08-05,1595,5,7.3,6.8,74,"87","Šilalės r. sav."
6,0,0,0,2021-08-05,3165,11,7.8,5.7,193,"88","Šilutės r. sav."
2,0,0,0,2021-08-05,1644,0,8,0,24,"89","Širvintų r. sav."
1,0,0,0,2021-08-05,2893,0,10,0,63,"91","Šiaulių r. sav."
0,0,0,0,2021-08-05,1398,0,6,0,84,"94","Jurbarko r. sav."
95,1,2,3,2021-08-06,293439,545,6.9,3,17934,"00","Lietuva"
1,0,0,0,2021-08-06,7524,6,7,2.6,235,"11","Alytaus m. sav."
0,0,0,0,2021-08-06,179,0,7.5,0,13,"12","Birštono sav."
16,0,0,0,2021-08-06,73679,171,6.3,4.1,4126,"13","Vilniaus m. sav."
0,0,0,0,2021-08-06,1608,0,4.7,0,149,"15","Druskininkų sav."
2,0,0,0,2021-08-06,6421,5,7.6,1.8,284,"18","Marijampolės sav."
14,0,0,0,2021-08-06,32872,57,5.8,2.5,2241,"19","Kauno m. sav."
6,0,1,1,2021-08-06,17241,75,5.9,5.4,1379,"21","Klaipėdos m. sav."
0,0,0,0,2021-08-06,153,5,6.3,15.6,32,"23","Neringos sav."
0,0,0,0,2021-08-06,1362,7,4.9,4,175,"25","Palangos m. sav."
2,0,0,1,2021-08-06,10749,9,8.8,1.8,500,"27","Panevėžio m. sav."
9,0,0,0,2021-08-06,12116,24,6.2,1.8,1334,"29","Šiaulių m. sav."
0,0,0,0,2021-08-06,2421,0,9.2,0,128,"30","Visagino sav."
1,0,0,0,2021-08-06,1516,11,6.4,9.6,115,"32","Akmenės r. sav."
1,0,0,0,2021-08-06,2004,4,8.5,5.9,68,"33","Alytaus r. sav."
0,0,0,0,2021-08-06,1714,0,7.5,0,135,"34","Anykščių r. sav."
0,0,0,0,2021-08-06,1482,11,5.9,5,218,"36","Biržų r. sav."
1,0,0,0,2021-08-06,1961,1,8.4,1.4,71,"38","Varėnos r. sav."
4,0,0,0,2021-08-06,2749,3,8.3,2.1,143,"39","Vilkaviškio r. sav."
5,0,0,0,2021-08-06,13011,11,9.2,2.2,499,"41","Vilniaus r. sav."
0,0,0,0,2021-08-06,2596,2,8.5,1.7,118,"42","Elektrėnų sav."
2,0,0,0,2021-08-06,1201,0,7.3,0,72,"43","Zarasų r. sav."
0,0,0,0,2021-08-06,1186,9,7,9.6,94,"45","Ignalinos r. sav."
1,0,0,0,2021-08-06,3901,2,6.6,1.1,180,"46","Jonavos r. sav."
1,0,0,0,2021-08-06,1294,4,5.4,2.2,184,"47","Joniškio r. sav."
0,0,0,0,2021-08-06,674,0,7.2,0,41,"48","Kalvarijos sav."
2,0,0,0,2021-08-06,2850,4,7.1,3,134,"49","Kaišiadorių r. sav."
1,0,0,0,2021-08-06,8104,1,8.4,0.4,272,"52","Kauno r. sav."
1,0,0,0,2021-08-06,4330,7,8.7,2.8,252,"53","Kėdainių r. sav."
