"day","profession","confirmed","confirmed_male","confirmed_female","active","recovered","deaths","updated"
2020-08-06,"Ugdymo įstaigos darbuotojas",13,1,12,5,8,0,"2020-06-05 08:58:27"
2020-08-09,"Kita",1289,633,656,222,987,71,"2020-06-05 08:58:29"
2020-08-09,"Kariškis",10,10,0,2,8,0,"2020-06-05 08:58:24"
2020-08-09,"Krovininio transporto vairuotojas",19,19,0,3,16,0,"2020-06-05 08:58:25"
2020-08-09,"Policininkas",4,3,1,0,4,0,"2020-06-05 08:58:26"
2020-08-09,"Sveikatos priežiūros specialistas",359,38,321,80,279,0,"2020-06-05 08:58:27"
2020-08-09,"Ugdymo įstaigos darbuotojas",13,1,12,5,8,0,"2020-06-05 08:58:27"
2020-08-10,"Kita",1289,633,656,222,987,71,"2020-06-05 08:58:29"
2020-08-10,"Kariškis",10,10,0,2,8,0,"2020-06-05 08:58:24"
2020-08-10,"Krovininio transporto vairuotojas",19,19,0,3,16,0,"2020-06-05 08:58:25"
2020-08-10,"Policininkas",4,3,1,0,4,0,"2020-06-05 08:58:26"
2020-08-10,"Sveikatos priežiūros specialistas",359,38,321,80,279,0,"2020-06-05 08:58:27"
2020-08-10,"Ugdymo įstaigos darbuotojas",13,1,12,5,8,0,"2020-06-05 08:58:27"
2020-08-11,"Kita",1289,633,656,222,987,71,"2020-06-05 08:58:29"
2020-08-11,"Kariškis",10,10,0,2,8,0,"2020-06-05 08:58:24"
2020-08-11,"Krovininio transporto vairuotojas",19,19,0,3,16,0,"2020-06-05 08:58:25"
2020-08-11,"Policininkas",4,3,1,0,4,0,"2020-06-05 08:58:26"
2020-08-11,"Sveikatos priežiūros specialistas",359,38,321,80,279,0,"2020-06-05 08:58:27"
2020-08-11,"Ugdymo įstaigos darbuotojas",13,1,12,5,8,0,"2020-06-05 08:58:27"
2020-08-12,"Kita",1289,633,656,222,987,71,"2020-06-05 08:58:29"
2020-08-12,"Kariškis",10,10,0,2,8,0,"2020-06-05 08:58:24"
2020-08-12,"Krovininio transporto vairuotojas",19,19,0,3,16,0,"2020-06-05 08:58:25"
2020-08-12,"Policininkas",4,3,1,0,4,0,"2020-06-05 08:58:26"
2020-08-12,"Sveikatos priežiūros specialistas",359,38,321,80,279,0,"2020-06-05 08:58:27"
2020-08-12,"Ugdymo įstaigos darbuotojas",13,1,12,5,8,0,"2020-06-05 08:58:27"
2020-08-13,"Kita",1289,633,656,222,987,71,"2020-06-05 08:58:29"
2020-08-13,"Kariškis",10,10,0,2,8,0,"2020-06-05 08:58:24"
2020-08-13,"Krovininio transporto vairuotojas",19,19,0,3,16,0,"2020-06-05 08:58:25"
2020-08-13,"Policininkas",4,3,1,0,4,0,"2020-06-05 08:58:26"
2020-08-13,"Sveikatos priežiūros specialistas",359,38,321,80,279,0,"2020-06-05 08:58:27"
2020-08-13,"Ugdymo įstaigos darbuotojas",13,1,12,5,8,0,"2020-06-05 08:58:27"
2020-08-14,"Kita",1289,633,656,222,987,71,"2020-06-05 08:58:29"
2020-08-14,"Kariškis",10,10,0,2,8,0,"2020-06-05 08:58:24"
2020-08-14,"Krovininio transporto vairuotojas",19,19,0,3,16,0,"2020-06-05 08:58:25"
2020-08-14,"Policininkas",4,3,1,0,4,0,"2020-06-05 08:58:26"
2020-08-14,"Sveikatos priežiūros specialistas",359,38,321,80,279,0,"2020-06-05 08:58:27"
2020-08-14,"Ugdymo įstaigos darbuotojas",13,1,12,5,8,0,"2020-06-05 08:58:27"
2020-08-15,"Kita",1289,633,656,222,987,71,"2020-06-05 08:58:29"
2020-08-15,"Kariškis",10,10,0,2,8,0,"2020-06-05 08:58:24"
2020-08-15,"Krovininio transporto vairuotojas",19,19,0,3,16,0,"2020-06-05 08:58:25"
2020-08-15,"Policininkas",4,3,1,0,4,0,"2020-06-05 08:58:26"
2020-08-15,"Sveikatos priežiūros specialistas",359,38,321,80,279,0,"2020-06-05 08:58:27"
2020-08-15,"Ugdymo įstaigos darbuotojas",13,1,12,5,8,0,"2020-06-05 08:58:27"
2020-08-16,"Kita",1289,633,656,222,987,71,"2020-06-05 08:58:29"
2020-08-16,"Kariškis",10,10,0,2,8,0,"2020-06-05 08:58:24"
2020-08-16,"Krovininio transporto vairuotojas",19,19,0,3,16,0,"2020-06-05 08:58:25"
2020-08-16,"Policininkas",4,3,1,0,4,0,"2020-06-05 08:58:26"
2020-08-16,"Sveikatos priežiūros specialistas",359,38,321,80,279,0,"2020-06-05 08:58:27"
2020-08-16,"Ugdymo įstaigos darbuotojas",13,1,12,5,8,0,"2020-06-05 08:58:27"
2020-08-17,"Kita",1289,633,656,222,987,71,"2020-06-05 08:58:29"
2020-08-17,"Kariškis",10,10,0,2,8,0,"2020-06-05 08:58:24"
2020-08-17,"Krovininio transporto vairuotojas",19,19,0,3,16,0,"2020-06-05 08:58:25"
2020-08-17,"Policininkas",4,3,1,0,4,0,"2020-06-05 08:58:26"
2020-08-17,"Sveikatos priežiūros specialistas",359,38,321,80,279,0,"2020-06-05 08:58:27"
2020-08-17,"Ugdymo įstaigos darbuotojas",13,1,12,5,8,0,"2020-06-05 08:58:27"
2020-08-18,"Kita",1289,633,656,222,987,71,"2020-06-05 08:58:29"
2020-08-18,"Kariškis",10,10,0,2,8,0,"2020-06-05 08:58:24"
2020-08-18,"Krovininio transporto vairuotojas",19,19,0,3,16,0,"2020-06-05 08:58:25"
2020-08-18,"Policininkas",4,3,1,0,4,0,"2020-06-05 08:58:26"
2020-08-18,"Sveikatos priežiūros specialistas",359,38,321,80,279,0,"2020-06-05 08:58:27"
2020-08-18,"Ugdymo įstaigos darbuotojas",13,1,12,5,8,0,"2020-06-05 08:58:27"
2020-08-19,"Kita",1289,633,656,222,987,71,"2020-06-05 08:58:29"
2020-08-19,"Kariškis",10,10,0,2,8,0,"2020-06-05 08:58:24"
2020-08-19,"Krovininio transporto vairuotojas",19,19,0,3,16,0,"2020-06-05 08:58:25"
2020-08-19,"Policininkas",4,3,1,0,4,0,"2020-06-05 08:58:26"
2020-08-19,"Sveikatos priežiūros specialistas",359,38,321,80,279,0,"2020-06-05 08:58:27"
2020-08-19,"Ugdymo įstaigos darbuotojas",13,1,12,5,8,0,"2020-06-05 08:58:27"
2020-08-20,"Kita",1289,633,656,222,987,71,"2020-06-05 08:58:29"
2020-08-20,"Kariškis",10,10,0,2,8,0,"2020-06-05 08:58:24"
2020-08-20,"Krovininio transporto vairuotojas",19,19,0,3,16,0,"2020-06-05 08:58:25"
2020-08-20,"Policininkas",4,3,1,0,4,0,"2020-06-05 08:58:26"
2020-08-20,"Sveikatos priežiūros specialistas",359,38,321,80,279,0,"2020-06-05 08:58:27"
2020-08-20,"Ugdymo įstaigos darbuotojas",13,1,12,5,8,0,"2020-06-05 08:58:27"
2020-08-21,"Kita",1289,633,656,222,987,71,"2020-06-05 08:58:29"
2020-08-21,"Kariškis",10,10,0,2,8,0,"2020-06-05 08:58:24"
2020-08-21,"Krovininio transporto vairuotojas",19,19,0,3,16,0,"2020-06-05 08:58:25"
2020-08-21,"Policininkas",4,3,1,0,4,0,"2020-06-05 08:58:26"
2020-08-21,"Sveikatos priežiūros specialistas",359,38,321,80,279,0,"2020-06-05 08:58:27"
2020-08-21,"Ugdymo įstaigos darbuotojas",13,1,12,5,8,0,"2020-06-05 08:58:27"
2020-08-22,"Kita",1289,633,656,222,987,71,"2020-06-05 08:58:29"
2020-08-22,"Kariškis",10,10,0,2,8,0,"2020-06-05 08:58:24"
2020-08-22,"Krovininio transporto vairuotojas",19,19,0,3,16,0,"2020-06-05 08:58:25"
2020-08-22,"Policininkas",4,3,1,0,4,0,"2020-06-05 08:58:26"
2020-08-22,"Sveikatos priežiūros specialistas",359,38,321,80,279,0,"2020-06-05 08:58:27"
2020-08-22,"Ugdymo įstaigos darbuotojas",13,1,12,5,8,0,"2020-06-05 08:58:27"
2020-08-23,"Kita",1289,633,656,222,987,71,"2020-06-05 08:58:29"
2020-08-23,"Kariškis",10,10,0,2,8,0,"2020-06-05 08:58:24"
2020-08-23,"Krovininio transporto vairuotojas",19,19,0,3,16,0,"2020-06-05 08:58:25"
2020-08-23,"Policininkas",4,3,1,0,4,0,"2020-06-05 08:58:26"
2020-08-23,"Sveikatos priežiūros specialistas",359,38,321,80,279,0,"2020-06-05 08:58:27"
2020-08-23,"Ugdymo įstaigos darbuotojas",13,1,12,5,8,0,"2020-06-05 08:58:27"
2020-08-24,"Kita",1289,633,656,222,987,71,"2020-06-05 08:58:29"
2020-08-24,"Kariškis",10,10,0,2,8,0,"2020-06-05 08:58:24"
2020-08-24,"Krovininio transporto vairuotojas",19,19,0,3,16,0,"2020-06-05 08:58:25"
2020-08-24,"Policininkas",4,3,1,0,4,0,"2020-06-05 08:58:26"
2020-08-24,"Sveikatos priežiūros specialistas",359,38,321,80,279,0,"2020-06-05 08:58:27"
2020-08-24,"Ugdymo įstaigos darbuotojas",13,1,12,5,8,0,"2020-06-05 08:58:27"
2020-08-25,"Kita",1289,633,656,222,987,71,"2020-06-05 08:58:29"
2020-08-25,"Kariškis",10,10,0,2,8,0,"2020-06-05 08:58:24"
2020-08-25,"Krovininio transporto vairuotojas",19,19,0,3,16,0,"2020-06-05 08:58:25"
2020-08-25,"Policininkas",4,3,1,0,4,0,"2020-06-05 08:58:26"
2020-08-25,"Sveikatos priežiūros specialistas",359,38,321,80,279,0,"2020-06-05 08:58:27"
2020-08-25,"Ugdymo įstaigos darbuotojas",13,1,12,5,8,0,"2020-06-05 08:58:27"
2020-08-26,"Kita",1289,633,656,222,987,71,"2020-06-05 08:58:29"
2020-08-26,"Kariškis",10,10,0,2,8,0,"2020-06-05 08:58:24"
2020-08-26,"Krovininio transporto vairuotojas",19,19,0,3,16,0,"2020-06-05 08:58:25"
2020-08-26,"Policininkas",4,3,1,0,4,0,"2020-06-05 08:58:26"
2020-08-26,"Sveikatos priežiūros specialistas",359,38,321,80,279,0,"2020-06-05 08:58:27"
2020-08-26,"Ugdymo įstaigos darbuotojas",13,1,12,5,8,0,"2020-06-05 08:58:27"
2020-08-27,"Kita",1289,633,656,222,987,71,"2020-06-05 08:58:29"
2020-08-27,"Kariškis",10,10,0,2,8,0,"2020-06-05 08:58:24"
2020-08-27,"Krovininio transporto vairuotojas",19,19,0,3,16,0,"2020-06-05 08:58:25"
2020-08-27,"Policininkas",4,3,1,0,4,0,"2020-06-05 08:58:26"
2020-08-27,"Sveikatos priežiūros specialistas",359,38,321,80,279,0,"2020-06-05 08:58:27"
2020-08-27,"Ugdymo įstaigos darbuotojas",13,1,12,5,8,0,"2020-06-05 08:58:27"
2020-08-28,"Kita",1289,633,656,222,987,71,"2020-06-05 08:58:29"
2020-08-28,"Kariškis",10,10,0,2,8,0,"2020-06-05 08:58:24"
2020-08-28,"Krovininio transporto vairuotojas",19,19,0,3,16,0,"2020-06-05 08:58:25"
2020-08-28,"Policininkas",4,3,1,0,4,0,"2020-06-05 08:58:26"
2020-08-28,"Sveikatos priežiūros specialistas",359,38,321,80,279,0,"2020-06-05 08:58:27"
2020-08-28,"Ugdymo įstaigos darbuotojas",13,1,12,5,8,0,"2020-06-05 08:58:27"
2020-08-29,"Kita",1289,633,656,222,987,71,"2020-06-05 08:58:29"
2020-08-29,"Kariškis",10,10,0,2,8,0,"2020-06-05 08:58:24"
2020-08-29,"Krovininio transporto vairuotojas",19,19,0,3,16,0,"2020-06-05 08:58:25"
2020-08-29,"Policininkas",4,3,1,0,4,0,"2020-06-05 08:58:26"
2020-08-29,"Sveikatos priežiūros specialistas",359,38,321,80,279,0,"2020-06-05 08:58:27"
2020-08-29,"Ugdymo įstaigos darbuotojas",13,1,12,5,8,0,"2020-06-05 08:58:27"
2020-08-30,"Kita",1289,633,656,222,987,71,"2020-06-05 08:58:29"
2020-08-30,"Kariškis",10,10,0,2,8,0,"2020-06-05 08:58:24"
2020-08-30,"Krovininio transporto vairuotojas",19,19,0,3,16,0,"2020-06-05 08:58:25"
2020-08-30,"Policininkas",4,3,1,0,4,0,"2020-06-05 08:58:26"
2020-08-30,"Sveikatos priežiūros specialistas",359,38,321,80,279,0,"2020-06-05 08:58:27"
2020-08-30,"Ugdymo įstaigos darbuotojas",13,1,12,5,8,0,"2020-06-05 08:58:27"
2020-08-31,"Kita",1289,633,656,222,987,71,"2020-06-05 08:58:29"
2020-08-31,"Kariškis",10,10,0,2,8,0,"2020-06-05 08:58:24"
2020-08-31,"Krovininio transporto vairuotojas",19,19,0,3,16,0,"2020-06-05 08:58:25"
2020-08-31,"Policininkas",4,3,1,0,4,0,"2020-06-05 08:58:26"
2020-08-31,"Sveikatos priežiūros specialistas",359,38,321,80,279,0,"2020-06-05 08:58:27"
2020-08-31,"Ugdymo įstaigos darbuotojas",13,1,12,5,8,0,"2020-06-05 08:58:27"
2020-09-01,"Kita",1289,633,656,222,987,71,"2020-06-05 08:58:29"
2020-09-01,"Kariškis",10,10,0,2,8,0,"2020-06-05 08:58:24"
2020-09-01,"Krovininio transporto vairuotojas",19,19,0,3,16,0,"2020-06-05 08:58:25"
2020-09-01,"Policininkas",4,3,1,0,4,0,"2020-06-05 08:58:26"
2020-09-01,"Sveikatos priežiūros specialistas",359,38,321,80,279,0,"2020-06-05 08:58:27"
2020-09-01,"Ugdymo įstaigos darbuotojas",13,1,12,5,8,0,"2020-06-05 08:58:27"
2020-09-02,"Kita",1289,633,656,222,987,71,"2020-06-05 08:58:29"
2020-09-02,"Kariškis",10,10,0,2,8,0,"2020-06-05 08:58:24"
2020-09-02,"Krovininio transporto vairuotojas",19,19,0,3,16,0,"2020-06-05 08:58:25"
2020-09-02,"Policininkas",4,3,1,0,4,0,"2020-06-05 08:58:26"
2020-09-02,"Sveikatos priežiūros specialistas",359,38,321,80,279,0,"2020-06-05 08:58:27"
2020-09-02,"Ugdymo įstaigos darbuotojas",13,1,12,5,8,0,"2020-06-05 08:58:27"
2020-09-03,"Kita",1289,633,656,222,987,71,"2020-06-05 08:58:29"
2020-09-03,"Kariškis",10,10,0,2,8,0,"2020-06-05 08:58:24"
2020-09-03,"Krovininio transporto vairuotojas",19,19,0,3,16,0,"2020-06-05 08:58:25"
2020-09-03,"Policininkas",4,3,1,0,4,0,"2020-06-05 08:58:26"
2020-09-03,"Sveikatos priežiūros specialistas",359,38,321,80,279,0,"2020-06-05 08:58:27"
2020-09-03,"Ugdymo įstaigos darbuotojas",13,1,12,5,8,0,"2020-06-05 08:58:27"
2020-09-04,"Kita",1289,633,656,222,987,71,"2020-06-05 08:58:29"
2020-09-04,"Kariškis",10,10,0,2,8,0,"2020-06-05 08:58:24"
2020-09-04,"Krovininio transporto vairuotojas",19,19,0,3,16,0,"2020-06-05 08:58:25"
2020-09-04,"Policininkas",4,3,1,0,4,0,"2020-06-05 08:58:26"
2020-09-04,"Sveikatos priežiūros specialistas",359,38,321,80,279,0,"2020-06-05 08:58:27"
2020-09-04,"Ugdymo įstaigos darbuotojas",13,1,12,5,8,0,"2020-06-05 08:58:27"
2020-09-05,"Kita",1289,633,656,222,987,71,"2020-06-05 08:58:29"
2020-09-05,"Kariškis",10,10,0,2,8,0,"2020-06-05 08:58:24"
2020-09-05,"Krovininio transporto vairuotojas",19,19,0,3,16,0,"2020-06-05 08:58:25"
2020-09-05,"Policininkas",4,3,1,0,4,0,"2020-06-05 08:58:26"
2020-09-05,"Sveikatos priežiūros specialistas",359,38,321,80,279,0,"2020-06-05 08:58:27"
2020-09-05,"Ugdymo įstaigos darbuotojas",13,1,12,5,8,0,"2020-06-05 08:58:27"
2020-09-06,"Kita",1289,633,656,222,987,71,"2020-06-05 08:58:29"
2020-09-06,"Kariškis",10,10,0,2,8,0,"2020-06-05 08:58:24"
2020-09-06,"Krovininio transporto vairuotojas",19,19,0,3,16,0,"2020-06-05 08:58:25"
2020-09-06,"Policininkas",4,3,1,0,4,0,"2020-06-05 08:58:26"
2020-09-06,"Sveikatos priežiūros specialistas",359,38,321,80,279,0,"2020-06-05 08:58:27"
2020-09-06,"Ugdymo įstaigos darbuotojas",13,1,12,5,8,0,"2020-06-05 08:58:27"
2020-09-07,"Kita",1289,633,656,222,987,71,"2020-06-05 08:58:29"
2020-09-07,"Kariškis",10,10,0,2,8,0,"2020-06-05 08:58:24"
2020-09-07,"Krovininio transporto vairuotojas",19,19,0,3,16,0,"2020-06-05 08:58:25"
2020-09-07,"Policininkas",4,3,1,0,4,0,"2020-06-05 08:58:26"
2020-09-07,"Sveikatos priežiūros specialistas",359,38,321,80,279,0,"2020-06-05 08:58:27"
2020-09-07,"Ugdymo įstaigos darbuotojas",13,1,12,5,8,0,"2020-06-05 08:58:27"
2020-09-08,"Kita",1289,633,656,222,987,71,"2020-06-05 08:58:29"
2020-09-08,"Kariškis",10,10,0,2,8,0,"2020-06-05 08:58:24"
2020-09-08,"Krovininio transporto vairuotojas",19,19,0,3,16,0,"2020-06-05 08:58:25"
2020-09-08,"Policininkas",4,3,1,0,4,0,"2020-06-05 08:58:26"
2020-09-08,"Sveikatos priežiūros specialistas",359,38,321,80,279,0,"2020-06-05 08:58:27"
2020-09-08,"Ugdymo įstaigos darbuotojas",13,1,12,5,8,0,"2020-06-05 08:58:27"
2020-09-09,"Kita",1289,633,656,222,987,71,"2020-06-05 08:58:29"
2020-09-09,"Kariškis",10,10,0,2,8,0,"2020-06-05 08:58:24"
2020-09-09,"Krovininio transporto vairuotojas",19,19,0,3,16,0,"2020-06-05 08:58:25"
2020-09-09,"Policininkas",4,3,1,0,4,0,"2020-06-05 08:58:26"
2020-09-09,"Sveikatos priežiūros specialistas",359,38,321,80,279,0,"2020-06-05 08:58:27"
2020-09-09,"Ugdymo įstaigos darbuotojas",13,1,12,5,8,0,"2020-06-05 08:58:27"
2020-09-10,"Kita",1289,633,656,222,987,71,"2020-06-05 08:58:29"
2020-09-10,"Kariškis",10,10,0,2,8,0,"2020-06-05 08:58:24"
2020-09-10,"Krovininio transporto vairuotojas",19,19,0,3,16,0,"2020-06-05 08:58:25"
2020-09-10,"Policininkas",4,3,1,0,4,0,"2020-06-05 08:58:26"
2020-09-10,"Sveikatos priežiūros specialistas",359,38,321,80,279,0,"2020-06-05 08:58:27"
2020-09-10,"Ugdymo įstaigos darbuotojas",13,1,12,5,8,0,"2020-06-05 08:58:27"
2020-09-11,"Kita",1289,633,656,222,987,71,"2020-06-05 08:58:29"
2020-09-11,"Kariškis",10,10,0,2,8,0,"2020-06-05 08:58:24"
2020-09-11,"Krovininio transporto vairuotojas",19,19,0,3,16,0,"2020-06-05 08:58:25"
2020-09-11,"Policininkas",4,3,1,0,4,0,"2020-06-05 08:58:26"
2020-09-11,"Sveikatos priežiūros specialistas",359,38,321,80,279,0,"2020-06-05 08:58:27"
2020-09-11,"Ugdymo įstaigos darbuotojas",13,1,12,5,8,0,"2020-06-05 08:58:27"
2020-09-12,"Kita",1289,633,656,222,987,71,"2020-06-05 08:58:29"
2020-09-12,"Kariškis",10,10,0,2,8,0,"2020-06-05 08:58:24"
2020-09-12,"Krovininio transporto vairuotojas",19,19,0,3,16,0,"2020-06-05 08:58:25"
2020-09-12,"Policininkas",4,3,1,0,4,0,"2020-06-05 08:58:26"
2020-09-12,"Sveikatos priežiūros specialistas",359,38,321,80,279,0,"2020-06-05 08:58:27"
2020-09-12,"Ugdymo įstaigos darbuotojas",13,1,12,5,8,0,"2020-06-05 08:58:27"
2020-09-13,"Kita",1289,633,656,222,987,71,"2020-06-05 08:58:29"
2020-09-13,"Kariškis",10,10,0,2,8,0,"2020-06-05 08:58:24"
2020-09-13,"Krovininio transporto vairuotojas",19,19,0,3,16,0,"2020-06-05 08:58:25"
2020-09-13,"Policininkas",4,3,1,0,4,0,"2020-06-05 08:58:26"
2020-09-13,"Sveikatos priežiūros specialistas",359,38,321,80,279,0,"2020-06-05 08:58:27"
2020-09-13,"Ugdymo įstaigos darbuotojas",13,1,12,5,8,0,"2020-06-05 08:58:27"
2020-09-14,"Kita",1289,633,656,222,987,71,"2020-06-05 08:58:29"
2020-09-14,"Kariškis",10,10,0,2,8,0,"2020-06-05 08:58:24"
2020-09-14,"Krovininio transporto vairuotojas",19,19,0,3,16,0,"2020-06-05 08:58:25"
2020-09-14,"Policininkas",4,3,1,0,4,0,"2020-06-05 08:58:26"
2020-09-14,"Sveikatos priežiūros specialistas",359,38,321,80,279,0,"2020-06-05 08:58:27"
2020-09-14,"Ugdymo įstaigos darbuotojas",13,1,12,5,8,0,"2020-06-05 08:58:27"
2020-09-15,"Kita",1289,633,656,222,987,71,"2020-06-05 08:58:29"
2020-09-15,"Kariškis",10,10,0,2,8,0,"2020-06-05 08:58:24"
2020-09-15,"Krovininio transporto vairuotojas",19,19,0,3,16,0,"2020-06-05 08:58:25"
2020-09-15,"Policininkas",4,3,1,0,4,0,"2020-06-05 08:58:26"
2020-09-15,"Sveikatos priežiūros specialistas",359,38,321,80,279,0,"2020-06-05 08:58:27"
2020-09-15,"Ugdymo įstaigos darbuotojas",13,1,12,5,8,0,"2020-06-05 08:58:27"
2020-09-16,"Kita",1289,633,656,222,987,71,"2020-06-05 08:58:29"
2020-09-16,"Kariškis",10,10,0,2,8,0,"2020-06-05 08:58:24"
2020-09-16,"Krovininio transporto vairuotojas",19,19,0,3,16,0,"2020-06-05 08:58:25"
2020-09-16,"Policininkas",4,3,1,0,4,0,"2020-06-05 08:58:26"
2020-09-16,"Sveikatos priežiūros specialistas",359,38,321,80,279,0,"2020-06-05 08:58:27"
2020-09-16,"Ugdymo įstaigos darbuotojas",13,1,12,5,8,0,"2020-06-05 08:58:27"
2020-09-17,"Kita",1289,633,656,222,987,71,"2020-06-05 08:58:29"
2020-09-17,"Kariškis",10,10,0,2,8,0,"2020-06-05 08:58:24"
2020-09-17,"Krovininio transporto vairuotojas",19,19,0,3,16,0,"2020-06-05 08:58:25"
2020-09-17,"Policininkas",4,3,1,0,4,0,"2020-06-05 08:58:26"
2020-09-17,"Sveikatos priežiūros specialistas",359,38,321,80,279,0,"2020-06-05 08:58:27"
2020-09-17,"Ugdymo įstaigos darbuotojas",13,1,12,5,8,0,"2020-06-05 08:58:27"
2020-09-18,"Kita",1289,633,656,222,987,71,"2020-06-05 08:58:29"
2020-09-18,"Kariškis",10,10,0,2,8,0,"2020-06-05 08:58:24"
2020-09-18,"Krovininio transporto vairuotojas",19,19,0,3,16,0,"2020-06-05 08:58:25"
2020-09-18,"Policininkas",4,3,1,0,4,0,"2020-06-05 08:58:26"
2020-09-18,"Sveikatos priežiūros specialistas",359,38,321,80,279,0,"2020-06-05 08:58:27"
2020-09-18,"Ugdymo įstaigos darbuotojas",13,1,12,5,8,0,"2020-06-05 08:58:27"
2020-09-19,"Kita",1289,633,656,222,987,71,"2020-06-05 08:58:29"
2020-09-19,"Kariškis",10,10,0,2,8,0,"2020-06-05 08:58:24"
2020-09-19,"Krovininio transporto vairuotojas",19,19,0,3,16,0,"2020-06-05 08:58:25"
2020-09-19,"Policininkas",4,3,1,0,4,0,"2020-06-05 08:58:26"
2020-09-19,"Sveikatos priežiūros specialistas",359,38,321,80,279,0,"2020-06-05 08:58:27"
2020-09-19,"Ugdymo įstaigos darbuotojas",13,1,12,5,8,0,"2020-06-05 08:58:27"
2020-09-20,"Kita",1289,633,656,222,987,71,"2020-06-05 08:58:29"
2020-09-20,"Kariškis",10,10,0,2,8,0,"2020-06-05 08:58:24"
2020-09-20,"Krovininio transporto vairuotojas",19,19,0,3,16,0,"2020-06-05 08:58:25"
2020-09-20,"Policininkas",4,3,1,0,4,0,"2020-06-05 08:58:26"
2020-09-20,"Sveikatos priežiūros specialistas",359,38,321,80,279,0,"2020-06-05 08:58:27"
2020-09-20,"Ugdymo įstaigos darbuotojas",13,1,12,5,8,0,"2020-06-05 08:58:27"
2020-09-21,"Kita",1289,633,656,222,987,71,"2020-06-05 08:58:29"
2020-09-21,"Kariškis",10,10,0,2,8,0,"2020-06-05 08:58:24"
2020-09-21,"Krovininio transporto vairuotojas",19,19,0,3,16,0,"2020-06-05 08:58:25"
2020-09-21,"Policininkas",4,3,1,0,4,0,"2020-06-05 08:58:26"
2020-09-21,"Sveikatos priežiūros specialistas",359,38,321,80,279,0,"2020-06-05 08:58:27"
2020-09-21,"Ugdymo įstaigos darbuotojas",13,1,12,5,8,0,"2020-06-05 08:58:27"
2020-09-22,"Kita",1289,633,656,222,987,71,"2020-06-05 08:58:29"
2020-09-22,"Kariškis",10,10,0,2,8,0,"2020-06-05 08:58:24"
2020-09-22,"Krovininio transporto vairuotojas",19,19,0,3,16,0,"2020-06-05 08:58:25"
2020-09-22,"Policininkas",4,3,1,0,4,0,"2020-06-05 08:58:26"
2020-09-22,"Sveikatos priežiūros specialistas",359,38,321,80,279,0,"2020-06-05 08:58:27"
2020-09-22,"Ugdymo įstaigos darbuotojas",13,1,12,5,8,0,"2020-06-05 08:58:27"
2020-09-23,"Kita",1289,633,656,222,987,71,"2020-06-05 08:58:29"
2020-09-23,"Kariškis",10,10,0,2,8,0,"2020-06-05 08:58:24"
2020-09-23,"Krovininio transporto vairuotojas",19,19,0,3,16,0,"2020-06-05 08:58:25"
2020-09-23,"Policininkas",4,3,1,0,4,0,"2020-06-05 08:58:26"
2020-09-23,"Sveikatos priežiūros specialistas",359,38,321,80,279,0,"2020-06-05 08:58:27"
2020-09-23,"Ugdymo įstaigos darbuotojas",13,1,12,5,8,0,"2020-06-05 08:58:27"
2020-09-24,"Kita",1289,633,656,222,987,71,"2020-06-05 08:58:29"
2020-09-24,"Kariškis",10,10,0,2,8,0,"2020-06-05 08:58:24"
2020-09-24,"Krovininio transporto vairuotojas",19,19,0,3,16,0,"2020-06-05 08:58:25"
2020-09-24,"Policininkas",4,3,1,0,4,0,"2020-06-05 08:58:26"
2020-09-24,"Sveikatos priežiūros specialistas",359,38,321,80,279,0,"2020-06-05 08:58:27"
2020-09-24,"Ugdymo įstaigos darbuotojas",13,1,12,5,8,0,"2020-06-05 08:58:27"
2020-09-25,"Kita",1289,633,656,222,987,71,"2020-06-05 08:58:29"
2020-09-25,"Kariškis",10,10,0,2,8,0,"2020-06-05 08:58:24"
2020-09-25,"Krovininio transporto vairuotojas",19,19,0,3,16,0,"2020-06-05 08:58:25"
2020-09-25,"Policininkas",4,3,1,0,4,0,"2020-06-05 08:58:26"
2020-09-25,"Sveikatos priežiūros specialistas",359,38,321,80,279,0,"2020-06-05 08:58:27"
2020-09-25,"Ugdymo įstaigos darbuotojas",13,1,12,5,8,0,"2020-06-05 08:58:27"
2020-09-26,"Kita",1289,633,656,222,987,71,"2020-06-05 08:58:29"
2020-09-26,"Kariškis",10,10,0,2,8,0,"2020-06-05 08:58:24"
2020-09-26,"Krovininio transporto vairuotojas",19,19,0,3,16,0,"2020-06-05 08:58:25"
2020-09-26,"Policininkas",4,3,1,0,4,0,"2020-06-05 08:58:26"
2020-09-26,"Sveikatos priežiūros specialistas",359,38,321,80,279,0,"2020-06-05 08:58:27"
2020-09-26,"Ugdymo įstaigos darbuotojas",13,1,12,5,8,0,"2020-06-05 08:58:27"
2020-09-27,"Kita",1289,633,656,222,987,71,"2020-06-05 08:58:29"
2020-09-27,"Kariškis",10,10,0,2,8,0,"2020-06-05 08:58:24"
2020-09-27,"Krovininio transporto vairuotojas",19,19,0,3,16,0,"2020-06-05 08:58:25"
2020-09-27,"Policininkas",4,3,1,0,4,0,"2020-06-05 08:58:26"
2020-09-27,"Sveikatos priežiūros specialistas",359,38,321,80,279,0,"2020-06-05 08:58:27"
2020-09-27,"Ugdymo įstaigos darbuotojas",13,1,12,5,8,0,"2020-06-05 08:58:27"
2020-09-28,"Kita",1289,633,656,222,987,71,"2020-06-05 08:58:29"
2020-09-28,"Kariškis",10,10,0,2,8,0,"2020-06-05 08:58:24"
